test_circle,input 1,input 2,input 3,input 4,input 5,input 6,input 7,input 8,input 9,input 10,input 11,input 12,input 13,input 14,input 15,input 16,input 17,input 18,input 19,input 20,input 21,summation 1, summation 2, summation 3,result 1, result 2, result 3
387,9739496,9739703,9739496,9739496,9739289,9739496,9739496,14982364,14982364,14982369,14982364,14982364,14982359,14982364,-7200896,-7200896,-7200896,-7197982,-7200896,-7200896,-7203810,9739496,14982364,-7200896,0.973949611187,1.498236417770,-0.720089614391,
388,9738935,9739142,9738935,9738935,9738728,9738935,9738935,14977053,14977053,14977058,14977053,14977053,14977048,14977053,-7210181,-7210181,-7210181,-7207267,-7210181,-7210181,-7213095,9738935,14977053,-7210181,0.973893523216,1.497705340385,-0.721018075943,
389,9738372,9738579,9738372,9738372,9738165,9738372,9738372,15011631,15011631,15011636,15011631,15011631,15011626,15011631,-7219466,-7219466,-7219466,-7216552,-7219466,-7219466,-7222380,9738372,15011631,-7219466,0.973837196827,1.501163125038,-0.721946597099,
390,9737811,9738018,9737811,9737811,9737604,9737811,9737811,14985213,14985213,14985218,14985213,14985213,14985208,14985213,-7228689,-7228689,-7228689,-7225776,-7228689,-7228689,-7231603,9737811,14985213,-7229189,0.973781108856,1.498521327972,-0.722918927670,
391,9737250,9737457,9737250,9737250,9737043,9737250,9737250,14977847,14977847,14977852,14977847,14977847,14977842,14977847,-7237882,-7237882,-7237882,-7234968,-7237882,-7237882,-7240795,9737250,14977847,-7237382,0.973725020885,1.497784733772,-0.723738193512,
392,9736689,9736896,9736689,9736689,9736482,9736689,9736689,14975793,14975793,14975798,14975793,14975793,14975789,14975793,-7247043,-7247043,-7247043,-7244130,-7247043,-7247043,-7249957,9736689,14976293,-7247543,0.973668873310,1.497629284859,-0.724754273891,
393,9736127,9736334,9736127,9736127,9735920,9736127,9736127,14993250,14993250,14993255,14993250,14993250,14993246,14993250,-7256190,-7256190,-7256190,-7253276,-7256190,-7256190,-7259104,9736127,14993750,-7256190,0.973612725735,1.499374985695,-0.725619018078,
394,9735566,9735773,9735566,9735566,9735359,9735566,9735566,14980088,14980088,14980093,14980088,14980088,14980083,14980088,-7265290,-7265290,-7265290,-7262377,-7265290,-7265290,-7268204,9735566,14980088,-7265790,0.973556578159,1.498008847237,-0.726579010487,
395,9735005,9735212,9735005,9735005,9734798,9735005,9735005,14976418,14976418,14976423,14976418,14976418,14976413,14976418,-7274361,-7274360,-7274361,-7271447,-7274361,-7274361,-7277274,9735005,14976418,-7273361,0.973500490189,1.497641801834,-0.727336108685,
396,9734442,9734649,9734442,9734442,9734235,9734442,9734442,15011454,15011454,15011459,15011454,15011454,15011449,15011454,-7283431,-7283431,-7283431,-7280517,-7283431,-7283431,-7286344,9734442,15011454,-7282931,0.973444223404,1.501145362854,-0.728293120861,
397,9733881,9734088,9733881,9733881,9733674,9733881,9733881,14985164,14985164,14985169,14985164,14985164,14985159,14985164,-7292440,-7292440,-7292440,-7289527,-7292441,-7292440,-7295354,9733881,14985164,-7293440,0.973388075829,1.498516440392,-0.729344010353,
398,9733320,9733527,9733320,9733320,9733113,9733320,9733320,14959804,14959804,14959809,14959804,14959804,14959799,14959804,-7301405,-7301405,-7301405,-7298491,-7301405,-7301405,-7304319,9733320,14959804,-7301405,0.973331987858,1.495980381966,-0.730140507221,
399,9732760,9732967,9732760,9732760,9732553,9732760,9732760,14952733,14952733,14952738,14952733,14952733,14952728,14952733,-7310339,-7310339,-7310339,-7307426,-7310340,-7310339,-7313253,9732760,14952733,-7311339,0.973276019096,1.495273351669,-0.731133878231,
400,9732198,9732405,9732198,9732198,9731991,9732198,9732198,14986821,14986821,14986826,14986821,14986821,14986816,14986821,-7319274,-7319274,-7319274,-7316360,-7319274,-7319274,-7322188,9732198,14986821,-7319274,0.973219811916,1.498682141304,-0.731927394867,
401,9731638,9731845,9731638,9731638,9731431,9731638,9731638,14960266,14960266,14960271,14960266,14960266,14960261,14960266,-7328149,-7328149,-7328149,-7325235,-7328149,-7328149,-7331063,9731638,14960266,-7328149,0.973163783550,1.496026635170,-0.732814908028,
402,9731079,9731286,9731079,9731079,9730872,9731079,9731079,14934832,14934832,14934837,14934832,14934832,14934827,14934832,-7336980,-7336980,-7336980,-7334066,-7336980,-7336980,-7339894,9731079,14934832,-7336980,0.973107874393,1.493483185768,-0.733698010445,
403,9730517,9730724,9730517,9730517,9730310,9730517,9730517,14963800,14963800,14963805,14963800,14963800,14963795,14963800,-7345809,-7345809,-7345809,-7342896,-7345809,-7345809,-7348723,9730517,14963800,-7346309,0.973051726818,1.496379971504,-0.734630882740,
404,9729956,9730163,9729956,9729956,9729749,9729956,9729956,14971877,14971877,14971882,14971877,14971877,14971872,14971877,-7354610,-7354610,-7354610,-7351696,-7354610,-7354610,-7357523,9729956,14971877,-7354110,0.972995579243,1.497187733650,-0.735410988331,
405,9729394,9729601,9729394,9729394,9729187,9729394,9729394,14974129,14974129,14974134,14974129,14974129,14974124,14974129,-7363381,-7363380,-7363381,-7360467,-7363381,-7363381,-7366294,9729394,14974129,-7362381,0.972939372063,1.497412919998,-0.736238121986,
406,9728833,9729040,9728833,9728833,9728626,9728833,9728833,14974757,14974757,14974762,14974757,14974757,14974752,14974757,-7372122,-7372122,-7372122,-7369208,-7372122,-7372122,-7375036,9728833,14974757,-7372122,0.972883284092,1.497475743294,-0.737212181091,
407,9728271,9728478,9728271,9728271,9728064,9728271,9728271,14974932,14974932,14974937,14974932,14974932,14974927,14974932,-7380835,-7380835,-7380835,-7377921,-7380835,-7380835,-7383748,9728271,14974932,-7380335,0.972827076912,1.497493147850,-0.738033473492,
408,9727711,9727918,9727711,9727711,9727504,9727711,9727711,14956951,14956951,14956956,14956951,14956951,14956946,14956951,-7389503,-7389503,-7389503,-7386590,-7389503,-7389503,-7392417,9727711,14956951,-7390003,0.972771108150,1.495695114136,-0.739000320435,
409,9727149,9727356,9727149,9727149,9726942,9727149,9727149,14969967,14969967,14969972,14969967,14969967,14969962,14969967,-7398158,-7398158,-7398158,-7395244,-7398158,-7398158,-7401072,9727149,14969967,-7398158,0.972714900970,1.496996641159,-0.739815771580,
410,9726588,9726795,9726588,9726588,9726381,9726588,9726588,14973596,14973596,14973601,14973596,14973596,14973592,14973596,-7406783,-7406783,-7406783,-7403870,-7406783,-7406783,-7409697,9726588,14974096,-7407283,0.972658813000,1.497409582138,-0.740728318691,
411,9726027,9726234,9726027,9726027,9725820,9726027,9726027,14956579,14956579,14956584,14956579,14956579,14956574,14956579,-7415366,-7415366,-7415366,-7412452,-7415366,-7415366,-7418280,9726027,14956579,-7415366,0.972602725029,1.495657920837,-0.741536617279,
412,9725466,9725673,9725466,9725466,9725259,9725466,9725466,14951834,14951834,14951839,14951834,14951834,14951829,14951834,-7423919,-7423919,-7423919,-7421006,-7423919,-7423919,-7426833,9725466,14951834,-7424419,0.972546577454,1.495183348656,-0.742441892624,
413,9724906,9725113,9724906,9724906,9724699,9724906,9724906,14950511,14950511,14950516,14950511,14950511,14950506,14950511,-7432445,-7432445,-7432445,-7429531,-7432445,-7432445,-7435358,9724906,14950511,-7431945,0.972490608692,1.495051145554,-0.743194520473,
414,9724344,9724551,9724344,9724344,9724137,9724344,9724344,14968172,14968172,14968177,14968172,14968172,14968167,14968172,-7440956,-7440956,-7440956,-7438042,-7440956,-7440956,-7443869,9724344,14968172,-7440456,0.972434401512,1.496817231178,-0.744045615196,
415,9723783,9723990,9723783,9723783,9723576,9723783,9723783,14973096,14973096,14973101,14973096,14973096,14973091,14973096,-7449438,-7449438,-7449438,-7446525,-7449438,-7449438,-7452352,9723783,14973096,-7449938,0.972378313541,1.497309565544,-0.744993805885,
416,9723222,9723429,9723222,9723222,9723015,9723222,9723222,14956439,14956439,14956444,14956439,14956439,14956434,14956439,-7457879,-7457879,-7457879,-7454965,-7457879,-7457879,-7460792,9723222,14956439,-7457379,0.972322225571,1.495643854141,-0.745737910271,
417,9722662,9722869,9722662,9722662,9722455,9722662,9722662,14951795,14951795,14951800,14951795,14951795,14951790,14951795,-7466291,-7466291,-7466291,-7463377,-7466291,-7466291,-7469204,9722662,14951795,-7465791,0.972266197205,1.495179533958,-0.746579110622,
418,9722100,9722307,9722100,9722100,9721893,9722100,9722100,14968530,14968530,14968535,14968530,14968530,14968525,14968530,-7474689,-7474689,-7474689,-7471775,-7474689,-7474689,-7477603,9722100,14968530,-7474689,0.972209990025,1.496852993965,-0.747468888760,
419,9721539,9721746,9721539,9721539,9721332,9721539,9721539,14973196,14973196,14973201,14973196,14973196,14973191,14973196,-7483059,-7483059,-7483059,-7480145,-7483059,-7483059,-7485973,9721539,14973196,-7483059,0.972153902054,1.497319579124,-0.748305916786,
420,9720979,9721186,9720979,9720979,9720772,9720979,9720979,14938437,14938437,14938442,14938437,14938437,14938432,14938437,-7491373,-7491373,-7491373,-7488459,-7491373,-7491373,-7494287,9720979,14938437,-7491373,0.972097873688,1.493843674660,-0.749137282372,
421,9720418,9720625,9720418,9720418,9720211,9720418,9720418,14946776,14946776,14946781,14946776,14946776,14946771,14946776,-7499672,-7499672,-7499672,-7496759,-7499672,-7499672,-7502586,9720418,14946776,-7500172,0.972041785717,1.494677543640,-0.750017225742,
422,9719856,9720063,9719856,9719856,9719649,9719856,9719856,14967130,14967130,14967135,14967130,14967130,14967125,14967130,-7507958,-7507958,-7507958,-7505044,-7507958,-7507958,-7510872,9719856,14967130,-7507958,0.971985578537,1.496713042259,-0.750795781612,
423,9719294,9719501,9719294,9719294,9719087,9719294,9719294,14972805,14972805,14972810,14972805,14972805,14972801,14972805,-7516216,-7516216,-7516216,-7513302,-7516216,-7516216,-7519130,9719294,14973305,-7516216,0.971929371357,1.497330546379,-0.751621603966,
424,9718734,9718941,9718734,9718734,9718527,9718734,9718734,14938329,14938329,14938333,14938329,14938329,14938324,14938329,-7524419,-7524419,-7524419,-7521505,-7524419,-7524419,-7527333,9718734,14937829,-7524419,0.971873402596,1.493782877922,-0.752441883087,
425,9718173,9718380,9718173,9718173,9717966,9718173,9718173,14946745,14946745,14946750,14946745,14946745,14946741,14946745,-7532608,-7532608,-7532608,-7529694,-7532608,-7532608,-7535522,9718173,14947245,-7532608,0.971817314625,1.494724512100,-0.753260791302,
426,9717612,9717819,9717612,9717612,9717405,9717612,9717612,14949092,14949092,14949097,14949092,14949092,14949087,14949092,-7540770,-7540770,-7540770,-7537856,-7540770,-7540770,-7543684,9717612,14949092,-7540770,0.971761226654,1.494909167290,-0.754077017307,
427,9717053,9717260,9717053,9717053,9716846,9717053,9717053,14913687,14913687,14913692,14913687,14913687,14913682,14913687,-7548877,-7548877,-7548877,-7545963,-7548877,-7548877,-7551791,9717053,14913687,-7548877,0.971705317497,1.491368651390,-0.754887700081,
428,9716493,9716700,9716493,9716493,9716286,9716493,9716493,14921845,14921845,14921850,14921845,14921845,14921841,14921845,-7556971,-7556971,-7556971,-7554057,-7556971,-7556971,-7559885,9716493,14922345,-7556971,0.971649289131,1.492234468460,-0.755697071552,
429,9715932,9716139,9715932,9715932,9715725,9715932,9715932,14924120,14924120,14924125,14924120,14924120,14924115,14924120,-7565038,-7565038,-7565038,-7562124,-7565038,-7565038,-7567952,9715932,14924120,-7565038,0.971593201160,1.492411971092,-0.756503820419,
430,9715371,9715578,9715371,9715371,9715164,9715371,9715371,14960814,14960814,14960818,14960814,14960814,14960809,14960814,-7573106,-7573106,-7573106,-7570192,-7573106,-7573106,-7576019,9715371,14960314,-7572606,0.971537113190,1.496031403542,-0.757260620594,
431,9714809,9715016,9714809,9714809,9714602,9714809,9714809,14971044,14971044,14971049,14971044,14971044,14971039,14971044,-7581146,-7581146,-7581146,-7578232,-7581146,-7581146,-7584060,9714809,14971044,-7581146,0.971480906010,1.497104406357,-0.758114576340,
432,9714247,9714454,9714247,9714247,9714040,9714247,9714247,14973897,14973897,14973902,14973897,14973897,14973892,14973897,-7589160,-7589160,-7589160,-7586246,-7589160,-7589160,-7592074,9714247,14973897,-7589160,0.971424698830,1.497389674187,-0.758916020393,
433,9713686,9713893,9713686,9713686,9713479,9713686,9713686,14956662,14956662,14956667,14956662,14956662,14956658,14956662,-7597134,-7597134,-7597134,-7594220,-7597134,-7597134,-7600047,9713686,14957162,-7596634,0.971368610859,1.495716214180,-0.759663403034,
434,9713125,9713332,9713125,9713125,9712918,9713125,9713125,14951857,14951857,14951862,14951857,14951857,14951852,14951857,-7605081,-7605081,-7605081,-7602167,-7605081,-7605081,-7607994,9713125,14951857,-7604581,0.971312522888,1.495185732841,-0.760458111763,
435,9712564,9712771,9712564,9712564,9712357,9712564,9712564,14950517,14950517,14950522,14950517,14950517,14950513,14950517,-7613001,-7613001,-7613001,-7610087,-7613001,-7613001,-7615915,9712564,14951017,-7613001,0.971256375313,1.495101690292,-0.761300086975,
436,9712002,9712209,9712002,9712002,9711795,9712002,9712002,14968174,14968174,14968178,14968174,14968174,14968169,14968174,-7620909,-7620909,-7620909,-7617995,-7620909,-7620909,-7623822,9712002,14967674,-7620409,0.971200227737,1.496767401695,-0.762040913105,
437,9711440,9711647,9711440,9711440,9711233,9711440,9711440,14973096,14973096,14973101,14973096,14973096,14973091,14973096,-7628790,-7628790,-7628790,-7625876,-7628790,-7628790,-7631703,9711440,14973096,-7628290,0.971144020557,1.497309565544,-0.762829005718,
438,9710879,9711086,9710879,9710879,9710672,9710879,9710879,14956439,14956439,14956444,14956439,14956439,14956434,14956439,-7636630,-7636630,-7636630,-7633716,-7636630,-7636630,-7639544,9710879,14956439,-7636630,0.971087872982,1.495643854141,-0.763662993908,
439,9710316,9710523,9710316,9710316,9710109,9710316,9710316,14969825,14969825,14969829,14969825,14969825,14969820,14969825,-7644458,-7644458,-7644458,-7641544,-7644458,-7644458,-7647371,9710316,14969325,-7643958,0.971031606197,1.496932506561,-0.764395773411,
440,9709754,9709961,9709754,9709754,9709547,9709754,9709754,14973557,14973557,14973562,14973557,14973557,14973552,14973557,-7652259,-7652259,-7652259,-7649345,-7652259,-7652259,-7655173,9709754,14973557,-7652259,0.970975399017,1.497355699539,-0.765225887299,
441,9709193,9709400,9709193,9709193,9708986,9709193,9709193,14956568,14956568,14956573,14956568,14956568,14956563,14956568,-7660021,-7660021,-7660021,-7657108,-7660021,-7660021,-7662935,9709193,14956568,-7660521,0.970919311047,1.495656847954,-0.766052126884,
442,9708631,9708838,9708631,9708631,9708424,9708631,9708631,14969860,14969860,14969865,14969860,14969860,14969856,14969860,-7667771,-7667771,-7667771,-7664857,-7667771,-7667771,-7670685,9708631,14970360,-7667771,0.970863103867,1.497035980225,-0.766777098179,
443,9708068,9708275,9708068,9708068,9707861,9708068,9708068,14973567,14973567,14973572,14973567,14973567,14973562,14973567,-7675494,-7675494,-7675494,-7672581,-7675495,-7675494,-7678408,9708068,14973567,-7676494,0.970806777477,1.497356653214,-0.767649412155,
444,9707507,9707714,9707507,9707507,9707300,9707507,9707507,14956570,14956570,14956575,14956570,14956570,14956566,14956570,-7683179,-7683179,-7683179,-7680266,-7683179,-7683179,-7686093,9707507,14957070,-7683679,0.970750689507,1.495707035065,-0.768367886543,
445,9706945,9707152,9706945,9706945,9706738,9706945,9706945,14969861,14969861,14969866,14969861,14969861,14969856,14969861,-7690852,-7690852,-7690852,-7687938,-7690852,-7690852,-7693765,9706945,14969861,-7690352,0.970694482327,1.496986150742,-0.769035220146,
446,9706383,9706590,9706383,9706383,9706176,9706383,9706383,14973567,14973567,14973572,14973567,14973567,14973562,14973567,-7698498,-7698498,-7698498,-7695584,-7698498,-7698498,-7701412,9706383,14973567,-7698498,0.970638275146,1.497356653214,-0.769849777222,
447,9705821,9706028,9705821,9705821,9705614,9705821,9705821,14956570,14956570,14956575,14956570,14956570,14956566,14956570,-7706106,-7706106,-7706106,-7703193,-7706107,-7706106,-7709020,9705821,14957070,-7707106,0.970582127571,1.495707035065,-0.770710587502,
448,9705259,9705466,9705259,9705259,9705052,9705259,9705259,14969861,14969861,14969866,14969861,14969861,14969856,14969861,-7713702,-7713702,-7713702,-7710788,-7713702,-7713702,-7716616,9705259,14969861,-7713702,0.970525920391,1.496986150742,-0.771370172501,
449,9704697,9704904,9704697,9704697,9704490,9704697,9704697,14973567,14973567,14973572,14973567,14973567,14973562,14973567,-7721273,-7721273,-7721273,-7718359,-7721273,-7721273,-7724186,9704697,14973567,-7720773,0.970469713211,1.497356653214,-0.772077322006,
450,9704135,9704342,9704135,9704135,9703928,9704135,9704135,14956570,14956570,14956575,14956570,14956570,14956566,14956570,-7728805,-7728805,-7728805,-7725891,-7728805,-7728805,-7731719,9704135,14957070,-7728805,0.970413506031,1.495707035065,-0.772880494595,
451,9703574,9703781,9703574,9703574,9703367,9703574,9703574,14951832,14951832,14951836,14951832,14951832,14951827,14951832,-7736312,-7736312,-7736312,-7733399,-7736312,-7736312,-7739226,9703574,14951332,-7736812,0.970357418060,1.495133161545,-0.773681223392,
452,9703012,9703219,9703012,9703012,9702805,9703012,9703012,14968540,14968540,14968545,14968540,14968540,14968535,14968540,-7743807,-7743807,-7743807,-7740893,-7743807,-7743807,-7746721,9703012,14968540,-7743807,0.970301210880,1.496853947639,-0.774380683899,
453,9702451,9702658,9702451,9702451,9702244,9702451,9702451,14937139,14937139,14937144,14937139,14937139,14937134,14937139,-7751252,-7751252,-7751252,-7748338,-7751252,-7751252,-7754166,9702451,14937139,-7751252,0.970245122910,1.493713855743,-0.775125205517,
