test_circle,input 1,input 1,,input 2,input 2,,input 3,input 3,,input 4,input 4,,input 5,input 5,,input 6,input 6,,input 7,input 7,,input 8,input 8,,input 9,input 9,,input 10,input 10,,input 11,input 11,,input 12,input 12,,input 13,input 13,,input 14,input 14,,input 15,input 15,,input 16,input 16,,input 17,input 17,,input 18,input 18,,input 19,input 19,,input 20,input 20,,input 21,input 21,,summation 1,summation 1,, summation 2, summation 2,, summation 3, summation 3,
,PC,BMS,diff,,,diff,,,diff,,,diff,,,diff,,,diff,,,diff,,,diff,,,diff,,,diff,,,diff,,,diff,,,diff,,,diff,,,diff,,,diff,,,diff,,,diff,,,diff,,,diff,,,diff,,,diff,,,diff,,,diff
44,9931866,9931866,0,9932073,9932073,0,9931866,9931866,0,9931866,9931866,0,9931659,9931659,0,9931866,9931866,0,9931866,9931866,0,15554170,15554170,0,15554170,15554170,0,15554175,15554175,0,15554170,15554170,0,15554170,15554170,0,15554165,15554165,0,15554170,15554170,0,-1065379,-1065379,0,-1065379,-1065379,0,-1065379,-1065379,0,-1062466,-1062466,0,-1065379,-1065379,0,-1065379,-1065379,0,-1068293,-1068293,0,9931866,9931866,0,15554170,15554170,0,-1065879,-1065879,0
45,9931305,9931305,0,9931513,9931513,0,9931305,9931305,0,9931305,9931305,0,9931098,9931098,0,9931305,9931305,0,9931305,9931305,0,15569192,15569192,0,15569192,15569192,0,15569197,15569197,0,15569192,15569192,0,15569192,15569192,0,15569187,15569187,0,15569192,15569192,0,-1096399,-1096399,0,-1096399,-1096399,0,-1096399,-1096399,0,-1093486,-1093486,0,-1096399,-1096399,0,-1096399,-1096399,0,-1099312,-1099312,0,9931805,9931805,0,15569192,15569192,0,-1096399,-1096399,0
46,9930744,9930744,0,9930951,9930951,0,9930744,9930744,0,9930744,9930744,0,9930537,9930537,0,9930744,9930744,0,9930744,9930744,0,15573380,15573380,0,15573380,15573380,0,15573385,15573385,0,15573380,15573380,0,15573380,15573380,0,15573375,15573375,0,15573380,15573380,0,-1127309,-1127309,0,-1127309,-1127309,0,-1127309,-1127309,0,-1124396,-1124396,0,-1127309,-1127309,0,-1127309,-1127309,0,-1130223,-1130223,0,9930744,9930744,0,15573380,15573380,0,-1127809,-1127809,0
47,9930185,9930185,0,9930392,9930392,0,9930185,9930185,0,9930185,9930185,0,9929978,9929978,0,9930185,9930185,0,9930185,9930185,0,15538489,15538489,0,15538489,15538489,0,15538494,15538494,0,15538489,15538489,0,15538489,15538489,0,15538484,15538484,0,15538489,15538489,0,-1158014,-1158014,0,-1158014,-1158014,0,-1158014,-1158014,0,-1155101,-1155101,0,-1158014,-1158014,0,-1158014,-1158014,0,-1160927,-1160927,0,9930185,9930185,0,15538489,15538489,0,-1158014,-1158014,0
48,9929625,9929625,0,9929832,9929832,0,9929625,9929625,0,9929625,9929625,0,9929418,9929418,0,9929625,9929625,0,9929625,9929625,0,15528761,15528761,0,15528761,15528761,0,15528765,15528765,0,15528761,15528761,0,15528761,15528761,0,15528756,15528756,0,15528761,15528761,0,-1188612,-1188612,0,-1188612,-1188612,0,-1188612,-1188612,0,-1185699,-1185699,0,-1188612,-1188612,0,-1188612,-1188612,0,-1191525,-1191525,0,9929625,9929625,0,15528261,15528261,0,-1188612,-1188612,0
49,9929066,9929066,0,9929273,9929273,0,9929066,9929066,0,9929066,9929066,0,9928859,9928859,0,9929066,9929066,0,9929066,9929066,0,15526048,15526048,0,15526048,15526048,0,15526053,15526053,0,15526048,15526048,0,15526048,15526048,0,15526043,15526043,0,15526048,15526048,0,-1219103,-1219103,0,-1219103,-1219103,0,-1219103,-1219103,0,-1216190,-1216190,0,-1219103,-1219103,0,-1219103,-1219103,0,-1222017,-1222017,0,9929066,9929066,0,15526048,15526048,0,-1219603,-1219603,0
50,9928506,9928506,0,9928713,9928713,0,9928506,9928506,0,9928506,9928506,0,9928299,9928299,0,9928506,9928506,0,9928506,9928506,0,15525292,15525292,0,15525292,15525292,0,15525297,15525297,0,15525292,15525292,0,15525292,15525292,0,15525287,15525287,0,15525292,15525292,0,-1249489,-1249489,0,-1249489,-1249489,0,-1249489,-1249489,0,-1246576,-1246576,0,-1249489,-1249489,0,-1249489,-1249489,0,-1252402,-1252402,0,9928506,9928506,0,15525292,15525292,0,-1249489,-1249489,0
51,9927947,9927947,0,9928154,9928154,0,9927947,9927947,0,9927947,9927947,0,9927740,9927740,0,9927947,9927947,0,9927947,9927947,0,15507051,15507051,0,15507051,15507051,0,15507056,15507056,0,15507051,15507051,0,15507051,15507051,0,15507047,15507047,0,15507051,15507051,0,-1279721,-1279721,0,-1279721,-1279721,0,-1279721,-1279721,0,-1276808,-1276808,0,-1279721,-1279721,0,-1279721,-1279721,0,-1282634,-1282634,0,9927947,9927947,0,15507551,15507551,0,-1279721,-1279721,0
52,9927387,9927387,0,9927594,9927594,0,9927387,9927387,0,9927387,9927387,0,9927180,9927180,0,9927387,9927387,0,9927387,9927387,0,15519995,15519995,0,15519995,15519995,0,15520000,15520000,0,15519995,15519995,0,15519995,15519995,0,15519990,15519990,0,15519995,15519995,0,-1309897,-1309897,0,-1309897,-1309897,0,-1309897,-1309897,0,-1306984,-1306984,0,-1309897,-1309897,0,-1309897,-1309897,0,-1312810,-1312810,0,9927387,9927387,0,15519995,15519995,0,-1309897,-1309897,0
53,9926828,9926828,0,9927035,9927035,0,9926828,9926828,0,9926828,9926828,0,9926621,9926621,0,9926828,9926828,0,9926828,9926828,0,15487545,15487545,0,15487545,15487545,0,15487550,15487550,0,15487545,15487545,0,15487545,15487545,0,15487540,15487540,0,15487545,15487545,0,-1339871,-1339871,0,-1339871,-1339871,0,-1339871,-1339871,0,-1336957,-1336957,0,-1339871,-1339871,0,-1339871,-1339871,0,-1342784,-1342784,0,9926828,9926828,0,15487545,15487545,0,-1339371,-1339371,0
54,9926268,9926268,0,9926475,9926475,0,9926268,9926268,0,9926268,9926268,0,9926061,9926061,0,9926268,9926268,0,9926268,9926268,0,15514557,15514557,0,15514557,15514557,0,15514561,15514561,0,15514557,15514557,0,15514557,15514557,0,15514552,15514552,0,15514557,15514557,0,-1369837,-1369837,0,-1369837,-1369837,0,-1369837,-1369837,0,-1366924,-1366924,0,-1369837,-1369837,0,-1369837,-1369837,0,-1372750,-1372750,0,9926268,9926268,0,15514057,15514057,0,-1369837,-1369837,0
55,9925710,9925710,0,9925917,9925917,0,9925710,9925710,0,9925710,9925710,0,9925503,9925503,0,9925710,9925710,0,9925710,9925710,0,15486029,15486029,0,15486029,15486029,0,15486034,15486034,0,15486029,15486029,0,15486029,15486029,0,15486024,15486024,0,15486029,15486029,0,-1399604,-1399604,0,-1399604,-1399604,0,-1399604,-1399604,0,-1396691,-1396691,0,-1399604,-1399604,0,-1399604,-1399604,0,-1402517,-1402517,0,9925710,9925710,0,15486029,15486029,0,-1399604,-1399604,0
56,9925150,9925150,0,9925357,9925357,0,9925150,9925150,0,9925150,9925150,0,9924943,9924943,0,9925150,9925150,0,9925150,9925150,0,15496104,15496104,0,15496104,15496104,0,15496109,15496109,0,15496104,15496104,0,15496104,15496104,0,15496099,15496099,0,15496104,15496104,0,-1429316,-1429316,0,-1429316,-1429316,0,-1429316,-1429316,0,-1426403,-1426403,0,-1429316,-1429316,0,-1429316,-1429316,0,-1432230,-1432230,0,9925150,9925150,0,15496104,15496104,0,-1429816,-1429816,0
57,9924593,9924593,0,9924800,9924800,0,9924593,9924593,0,9924593,9924593,0,9924386,9924386,0,9924593,9924593,0,9924593,9924593,0,15462854,15462854,0,15462854,15462854,0,15462859,15462859,0,15462854,15462854,0,15462854,15462854,0,15462849,15462849,0,15462854,15462854,0,-1458830,-1458830,0,-1458830,-1458830,0,-1458830,-1458830,0,-1455917,-1455917,0,-1458830,-1458830,0,-1458830,-1458830,0,-1461744,-1461744,0,9924593,9924593,0,15462854,15462854,0,-1459330,-1459330,0
58,9924034,9924034,0,9924241,9924241,0,9924034,9924034,0,9924034,9924034,0,9923827,9923827,0,9924034,9924034,0,9924034,9924034,0,15471613,15471613,0,15471613,15471613,0,15471618,15471618,0,15471613,15471613,0,15471613,15471613,0,15471608,15471608,0,15471613,15471613,0,-1488289,-1488289,0,-1488289,-1488289,0,-1488289,-1488289,0,-1485376,-1485376,0,-1488289,-1488289,0,-1488289,-1488289,0,-1491202,-1491202,0,9924034,9924034,0,15471613,15471613,0,-1488289,-1488289,0
59,9923476,9923476,0,9923683,9923683,0,9923476,9923476,0,9923476,9923476,0,9923269,9923269,0,9923476,9923476,0,9923476,9923476,0,15456026,15456026,0,15456026,15456026,0,15456031,15456031,0,15456026,15456026,0,15456026,15456026,0,15456021,15456021,0,15456026,15456026,0,-1517599,-1517599,0,-1517599,-1517599,0,-1517599,-1517599,0,-1514686,-1514686,0,-1517599,-1517599,0,-1517599,-1517599,0,-1520512,-1520512,0,9923476,9923476,0,15456026,15456026,0,-1517599,-1517599,0
60,9922917,9922917,0,9923124,9923124,0,9922917,9922917,0,9922917,9922917,0,9922710,9922710,0,9922917,9922917,0,9922917,9922917,0,15469709,15469709,0,15469709,15469709,0,15469714,15469714,0,15469709,15469709,0,15469709,15469709,0,15469704,15469704,0,15469709,15469709,0,-1546855,-1546855,0,-1546855,-1546855,0,-1546855,-1546855,0,-1543942,-1543942,0,-1546855,-1546855,0,-1546855,-1546855,0,-1549768,-1549768,0,9922917,9922917,0,15469709,15469709,0,-1546855,-1546855,0
61,9922360,9922360,0,9922567,9922567,0,9922360,9922360,0,9922360,9922360,0,9922153,9922153,0,9922360,9922360,0,9922360,9922360,0,15437465,15437465,0,15437465,15437465,0,15437470,15437470,0,15437465,15437465,0,15437465,15437465,0,15437460,15437460,0,15437465,15437465,0,-1575916,-1575916,0,-1575916,-1575916,0,-1575916,-1575916,0,-1573003,-1573003,0,-1575916,-1575916,0,-1575916,-1575916,0,-1578829,-1578829,0,9922360,9922360,0,15437465,15437465,0,-1575916,-1575916,0
62,9921800,9921800,0,9922007,9922007,0,9921800,9921800,0,9921800,9921800,0,9921593,9921593,0,9921800,9921800,0,9921800,9921800,0,15482564,15482564,0,15482564,15482564,0,15482569,15482569,0,15482564,15482564,0,15482564,15482564,0,15482559,15482559,0,15482564,15482564,0,-1605017,-1605017,0,-1605017,-1605017,0,-1605017,-1605017,0,-1602103,-1602103,0,-1605017,-1605017,0,-1605017,-1605017,0,-1607930,-1607930,0,9921800,9921800,0,15482564,15482564,0,-1604517,-1604517,0
63,9921241,9921241,0,9921448,9921448,0,9921241,9921241,0,9921241,9921241,0,9921034,9921034,0,9921241,9921241,0,9921241,9921241,0,15459079,15459079,0,15459079,15459079,0,15459084,15459084,0,15459079,15459079,0,15459079,15459079,0,15459074,15459074,0,15459079,15459079,0,-1633924,-1633924,0,-1633924,-1633924,0,-1633924,-1633924,0,-1631010,-1631010,0,-1633924,-1633924,0,-1633924,-1633924,0,-1636837,-1636837,0,9921241,9921241,0,15459079,15459079,0,-1633424,-1633424,0
64,9920683,9920683,0,9920890,9920890,0,9920683,9920683,0,9920683,9920683,0,9920476,9920476,0,9920683,9920683,0,9920683,9920683,0,15452531,15452531,0,15452531,15452531,0,15452536,15452536,0,15452531,15452531,0,15452531,15452531,0,15452526,15452526,0,15452531,15452531,0,-1662731,-1662731,0,-1662731,-1662731,0,-1662731,-1662731,0,-1659818,-1659818,0,-1662731,-1662731,0,-1662731,-1662731,0,-1665644,-1665644,0,9920683,9920683,0,15452531,15452531,0,-1662731,-1662731,0
65,9920124,9920124,0,9920331,9920331,0,9920124,9920124,0,9920124,9920124,0,9919917,9919917,0,9920124,9920124,0,9920124,9920124,0,15468735,15468735,0,15468735,15468735,0,15468740,15468740,0,15468735,15468735,0,15468735,15468735,0,15468730,15468730,0,15468735,15468735,0,-1691485,-1691485,0,-1691485,-1691485,0,-1691485,-1691485,0,-1688572,-1688572,0,-1691485,-1691485,0,-1691485,-1691485,0,-1694399,-1694399,0,9920124,9920124,0,15468735,15468735,0,-1691985,-1691985,0
66,9919565,9919565,0,9919772,9919772,0,9919565,9919565,0,9919565,9919565,0,9919358,9919358,0,9919565,9919565,0,9919565,9919565,0,15455223,15455223,0,15455223,15455223,0,15455228,15455228,0,15455223,15455223,0,15455223,15455223,0,15455218,15455218,0,15455223,15455223,0,-1720094,-1720094,0,-1720094,-1720094,0,-1720094,-1720094,0,-1717181,-1717181,0,-1720094,-1720094,0,-1720094,-1720094,0,-1723008,-1723008,0,9919565,9919565,0,15455223,15455223,0,-1720594,-1720594,0
67,9919007,9919007,0,9919214,9919214,0,9919007,9919007,0,9919007,9919007,0,9918800,9918800,0,9919007,9919007,0,9919007,9919007,0,15433426,15433426,0,15433426,15433426,0,15433431,15433431,0,15433426,15433426,0,15433426,15433426,0,15433421,15433421,0,15433426,15433426,0,-1748558,-1748558,0,-1748558,-1748558,0,-1748558,-1748558,0,-1745644,-1745644,0,-1748558,-1748558,0,-1748558,-1748558,0,-1751471,-1751471,0,9919007,9919007,0,15433426,15433426,0,-1748058,-1748058,0
68,9918449,9918449,0,9918656,9918656,0,9918449,9918449,0,9918449,9918449,0,9918242,9918242,0,9918449,9918449,0,9918449,9918449,0,15445379,15445379,0,15445379,15445379,0,15445384,15445384,0,15445379,15445379,0,15445379,15445379,0,15445374,15445374,0,15445379,15445379,0,-1776969,-1776969,0,-1776969,-1776969,0,-1776969,-1776969,0,-1774056,-1774056,0,-1776969,-1776969,0,-1776969,-1776969,0,-1779882,-1779882,0,9918449,9918449,0,15445379,15445379,0,-1776969,-1776969,0
69,9917890,9917890,0,9918097,9918097,0,9917890,9917890,0,9917890,9917890,0,9917683,9917683,0,9917890,9917890,0,9917890,9917890,0,15448711,15448711,0,15448711,15448711,0,15448716,15448716,0,15448711,15448711,0,15448711,15448711,0,15448706,15448706,0,15448711,15448711,0,-1805283,-1805283,0,-1805283,-1805283,0,-1805283,-1805283,0,-1802369,-1802369,0,-1805283,-1805283,0,-1805283,-1805283,0,-1808196,-1808196,0,9917890,9917890,0,15448711,15448711,0,-1804783,-1804783,0
70,9917332,9917332,0,9917539,9917539,0,9917332,9917332,0,9917332,9917332,0,9917125,9917125,0,9917332,9917332,0,9917332,9917332,0,15431611,15431611,0,15431611,15431611,0,15431616,15431616,0,15431611,15431611,0,15431611,15431611,0,15431606,15431606,0,15431611,15431611,0,-1833453,-1833453,0,-1833453,-1833453,0,-1833453,-1833453,0,-1830540,-1830540,0,-1833453,-1833453,0,-1833453,-1833453,0,-1836367,-1836367,0,9917332,9917332,0,15431611,15431611,0,-1833953,-1833953,0
71,9916774,9916774,0,9916981,9916981,0,9916774,9916774,0,9916774,9916774,0,9916567,9916567,0,9916774,9916774,0,9916774,9916774,0,15426843,15426843,0,15426843,15426843,0,15426848,15426848,0,15426843,15426843,0,15426843,15426843,0,15426838,15426838,0,15426843,15426843,0,-1861527,-1861527,0,-1861527,-1861527,0,-1861527,-1861527,0,-1858614,-1858614,0,-1861527,-1861527,0,-1861527,-1861527,0,-1864440,-1864440,0,9916774,9916774,0,15426843,15426843,0,-1861527,-1861527,0
72,9916216,9916216,0,9916423,9916423,0,9916216,9916216,0,9916216,9916216,0,9916009,9916009,0,9916216,9916216,0,9916216,9916216,0,15425513,15425513,0,15425513,15425513,0,15425518,15425518,0,15425513,15425513,0,15425513,15425513,0,15425509,15425509,0,15425513,15425513,0,-1889503,-1889503,0,-1889503,-1889503,0,-1889503,-1889503,0,-1886590,-1886590,0,-1889503,-1889503,0,-1889503,-1889503,0,-1892416,-1892416,0,9916216,9916216,0,15426013,15426013,0,-1889503,-1889503,0
73,9915657,9915657,0,9915864,9915864,0,9915657,9915657,0,9915657,9915657,0,9915450,9915450,0,9915657,9915657,0,9915657,9915657,0,15443172,15443172,0,15443172,15443172,0,15443177,15443177,0,15443172,15443172,0,15443172,15443172,0,15443168,15443168,0,15443172,15443172,0,-1917428,-1917428,0,-1917428,-1917428,0,-1917428,-1917428,0,-1914515,-1914515,0,-1917428,-1917428,0,-1917428,-1917428,0,-1920341,-1920341,0,9915657,9915657,0,15443672,15443672,0,-1917428,-1917428,0
74,9915099,9915099,0,9915306,9915306,0,9915099,9915099,0,9915099,9915099,0,9914892,9914892,0,9915099,9915099,0,9915099,9915099,0,15430066,15430066,0,15430066,15430066,0,15430071,15430071,0,15430066,15430066,0,15430066,15430066,0,15430062,15430062,0,15430066,15430066,0,-1945212,-1945212,0,-1945212,-1945212,0,-1945212,-1945212,0,-1942298,-1942298,0,-1945212,-1945212,0,-1945212,-1945212,0,-1948125,-1948125,0,9915099,9915099,0,15430566,15430566,0,-1944712,-1944712,0
75,9914540,9914540,0,9914747,9914747,0,9914540,9914540,0,9914540,9914540,0,9914333,9914333,0,9914540,9914540,0,9914540,9914540,0,15444442,15444442,0,15444442,15444442,0,15444447,15444447,0,15444442,15444442,0,15444442,15444442,0,15444437,15444437,0,15444442,15444442,0,-1972945,-1972945,0,-1972945,-1972945,0,-1972945,-1972945,0,-1970032,-1970032,0,-1972945,-1972945,0,-1972945,-1972945,0,-1975858,-1975858,0,9914540,9914540,0,15444442,15444442,0,-1972945,-1972945,0
76,9913980,9913980,0,9914187,9914187,0,9913980,9913980,0,9913980,9913980,0,9913773,9913773,0,9913980,9913980,0,9913980,9913980,0,15448450,15448450,0,15448450,15448450,0,15448455,15448455,0,15448450,15448450,0,15448450,15448450,0,15448445,15448445,0,15448450,15448450,0,-2000583,-2000583,0,-2000583,-2000583,0,-2000583,-2000583,0,-1997669,-1997669,0,-2000583,-2000583,0,-2000583,-2000583,0,-2003496,-2003496,0,9913980,9913980,0,15448450,15448450,0,-2000083,-2000083,0
77,9913422,9913422,0,9913629,9913629,0,9913422,9913422,0,9913422,9913422,0,9913215,9913215,0,9913422,9913422,0,9913422,9913422,0,15431538,15431538,0,15431538,15431538,0,15431543,15431543,0,15431538,15431538,0,15431538,15431538,0,15431533,15431533,0,15431538,15431538,0,-2028080,-2028080,0,-2028080,-2028080,0,-2028080,-2028080,0,-2025166,-2025166,0,-2028080,-2028080,0,-2028080,-2028080,0,-2030993,-2030993,0,9913422,9913422,0,15431538,15431538,0,-2027580,-2027580,0
78,9912862,9912862,0,9913069,9913069,0,9912862,9912862,0,9912862,9912862,0,9912655,9912655,0,9912862,9912862,0,9912862,9912862,0,15444852,15444852,0,15444852,15444852,0,15444857,15444857,0,15444852,15444852,0,15444852,15444852,0,15444847,15444847,0,15444852,15444852,0,-2055527,-2055527,0,-2055527,-2055527,0,-2055527,-2055527,0,-2052613,-2052613,0,-2055527,-2055527,0,-2055527,-2055527,0,-2058440,-2058440,0,9912862,9912862,0,15444852,15444852,0,-2055027,-2055027,0
79,9912306,9912306,0,9912513,9912513,0,9912306,9912306,0,9912306,9912306,0,9912099,9912099,0,9912306,9912306,0,9912306,9912306,0,15394476,15394476,0,15394476,15394476,0,15394480,15394480,0,15394476,15394476,0,15394476,15394476,0,15394471,15394471,0,15394476,15394476,0,-2082746,-2082746,0,-2082746,-2082746,0,-2082746,-2082746,0,-2079833,-2079833,0,-2082746,-2082746,0,-2082746,-2082746,0,-2085660,-2085660,0,9912306,9912306,0,15393976,15393976,0,-2083246,-2083246,0
80,9911748,9911748,0,9911955,9911955,0,9911748,9911748,0,9911748,9911748,0,9911541,9911541,0,9911748,9911748,0,9911748,9911748,0,15398459,15398459,0,15398459,15398459,0,15398464,15398464,0,15398459,15398459,0,15398459,15398459,0,15398454,15398454,0,15398459,15398459,0,-2109917,-2109917,0,-2109917,-2109917,0,-2109917,-2109917,0,-2107003,-2107003,0,-2109917,-2109917,0,-2109917,-2109917,0,-2112830,-2112830,0,9911748,9911748,0,15398459,15398459,0,-2109417,-2109417,0
81,9911190,9911190,0,9911397,9911397,0,9911190,9911190,0,9911190,9911190,0,9910983,9910983,0,9911190,9911190,0,9911190,9911190,0,15399570,15399570,0,15399570,15399570,0,15399575,15399575,0,15399570,15399570,0,15399570,15399570,0,15399565,15399565,0,15399570,15399570,0,-2136994,-2136994,0,-2136994,-2136994,0,-2136994,-2136994,0,-2134080,-2134080,0,-2136994,-2136994,0,-2136994,-2136994,0,-2139907,-2139907,0,9911190,9911190,0,15399570,15399570,0,-2136494,-2136494,0
82,9910632,9910632,0,9910839,9910839,0,9910632,9910632,0,9910632,9910632,0,9910425,9910425,0,9910632,9910632,0,9910632,9910632,0,15417909,15417909,0,15417909,15417909,0,15417914,15417914,0,15417909,15417909,0,15417909,15417909,0,15417904,15417904,0,15417909,15417909,0,-2164022,-2164022,0,-2164022,-2164022,0,-2164022,-2164022,0,-2161108,-2161108,0,-2164022,-2164022,0,-2164022,-2164022,0,-2166935,-2166935,0,9910632,9910632,0,15417909,15417909,0,-2163522,-2163522,0
83,9910074,9910074,0,9910281,9910281,0,9910074,9910074,0,9910074,9910074,0,9909867,9909867,0,9910074,9910074,0,9910074,9910074,0,15404993,15404993,0,15404993,15404993,0,15404998,15404998,0,15404993,15404993,0,15404993,15404993,0,15404988,15404988,0,15404993,15404993,0,-2190913,-2190913,0,-2190913,-2190913,0,-2190913,-2190913,0,-2188000,-2188000,0,-2190913,-2190913,0,-2190913,-2190913,0,-2193827,-2193827,0,9910074,9910074,0,15404993,15404993,0,-2191413,-2191413,0
84,9909516,9909516,0,9909723,9909723,0,9909516,9909516,0,9909516,9909516,0,9909309,9909309,0,9909516,9909516,0,9909516,9909516,0,15401392,15401392,0,15401392,15401392,0,15401397,15401397,0,15401392,15401392,0,15401392,15401392,0,15401387,15401387,0,15401392,15401392,0,-2217712,-2217712,0,-2217711,-2217711,0,-2217712,-2217712,0,-2214798,-2214798,0,-2217712,-2217712,0,-2217712,-2217712,0,-2220625,-2220625,0,9909516,9909516,0,15401392,15401392,0,-2216712,-2216712,0
85,9908959,9908959,0,9909166,9909166,0,9908959,9908959,0,9908959,9908959,0,9908752,9908752,0,9908959,9908959,0,9908959,9908959,0,15382358,15382358,0,15382358,15382358,0,15382363,15382363,0,15382358,15382358,0,15382358,15382358,0,15382353,15382353,0,15382358,15382358,0,-2244374,-2244374,0,-2244374,-2244374,0,-2244374,-2244374,0,-2241461,-2241461,0,-2244374,-2244374,0,-2244374,-2244374,0,-2247288,-2247288,0,9908959,9908959,0,15382358,15382358,0,-2244874,-2244874,0
86,9908402,9908402,0,9908609,9908609,0,9908402,9908402,0,9908402,9908402,0,9908195,9908195,0,9908402,9908402,0,9908402,9908402,0,15377051,15377051,0,15377051,15377051,0,15377056,15377056,0,15377051,15377051,0,15377051,15377051,0,15377046,15377046,0,15377051,15377051,0,-2270946,-2270946,0,-2270946,-2270946,0,-2270946,-2270946,0,-2268032,-2268032,0,-2270946,-2270946,0,-2270946,-2270946,0,-2273859,-2273859,0,9908402,9908402,0,15377051,15377051,0,-2270446,-2270446,0
87,9907844,9907844,0,9908051,9908051,0,9907844,9907844,0,9907844,9907844,0,9907637,9907637,0,9907844,9907844,0,9907844,9907844,0,15375572,15375572,0,15375572,15375572,0,15375576,15375576,0,15375572,15375572,0,15375572,15375572,0,15375567,15375567,0,15375572,15375572,0,-2297426,-2297426,0,-2297426,-2297426,0,-2297426,-2297426,0,-2294513,-2294513,0,-2297426,-2297426,0,-2297426,-2297426,0,-2300340,-2300340,0,9907844,9907844,0,15375072,15375072,0,-2297926,-2297926,0
88,9907287,9907287,0,9907494,9907494,0,9907287,9907287,0,9907287,9907287,0,9907080,9907080,0,9907287,9907287,0,9907287,9907287,0,15375159,15375159,0,15375159,15375159,0,15375164,15375164,0,15375159,15375159,0,15375159,15375159,0,15375154,15375154,0,15375159,15375159,0,-2323816,-2323816,0,-2323816,-2323816,0,-2323816,-2323816,0,-2320902,-2320902,0,-2323816,-2323816,0,-2323816,-2323816,0,-2326729,-2326729,0,9907287,9907287,0,15375159,15375159,0,-2323316,-2323316,0
89,9906730,9906730,0,9906937,9906937,0,9906730,9906730,0,9906730,9906730,0,9906523,9906523,0,9906730,9906730,0,9906730,9906730,0,15375044,15375044,0,15375044,15375044,0,15375049,15375049,0,15375044,15375044,0,15375044,15375044,0,15375039,15375039,0,15375044,15375044,0,-2350114,-2350114,0,-2350114,-2350114,0,-2350114,-2350114,0,-2347201,-2347201,0,-2350114,-2350114,0,-2350114,-2350114,0,-2353027,-2353027,0,9906730,9906730,0,15375044,15375044,0,-2350114,-2350114,0
90,9906172,9906172,0,9906379,9906379,0,9906172,9906172,0,9906172,9906172,0,9905965,9905965,0,9906172,9906172,0,9906172,9906172,0,15375012,15375012,0,15375012,15375012,0,15375017,15375017,0,15375012,15375012,0,15375012,15375012,0,15375007,15375007,0,15375012,15375012,0,-2376322,-2376322,0,-2376322,-2376322,0,-2376322,-2376322,0,-2373409,-2373409,0,-2376322,-2376322,0,-2376322,-2376322,0,-2379236,-2379236,0,9906172,9906172,0,15375012,15375012,0,-2376822,-2376822,0
91,9905615,9905615,0,9905822,9905822,0,9905615,9905615,0,9905615,9905615,0,9905408,9905408,0,9905615,9905615,0,9905615,9905615,0,15375003,15375003,0,15375003,15375003,0,15375008,15375008,0,15375003,15375003,0,15375003,15375003,0,15374998,15374998,0,15375003,15375003,0,-2402440,-2402440,0,-2402440,-2402440,0,-2402440,-2402440,0,-2399527,-2399527,0,-2402440,-2402440,0,-2402440,-2402440,0,-2405354,-2405354,0,9905615,9905615,0,15375003,15375003,0,-2402940,-2402940,0
92,9905057,9905057,0,9905264,9905264,0,9905057,9905057,0,9905057,9905057,0,9904850,9904850,0,9905057,9905057,0,9905057,9905057,0,15375000,15375000,0,15375000,15375000,0,15375005,15375005,0,15375000,15375000,0,15375000,15375000,0,15374996,15374996,0,15375000,15375000,0,-2428469,-2428469,0,-2428469,-2428469,0,-2428469,-2428469,0,-2425556,-2425556,0,-2428469,-2428469,0,-2428469,-2428469,0,-2431383,-2431383,0,9905057,9905057,0,15375500,15375500,0,-2428969,-2428969,0
93,9904500,9904500,0,9904707,9904707,0,9904500,9904500,0,9904500,9904500,0,9904293,9904293,0,9904500,9904500,0,9904500,9904500,0,15375000,15375000,0,15375000,15375000,0,15375005,15375005,0,15375000,15375000,0,15375000,15375000,0,15374995,15374995,0,15375000,15375000,0,-2454409,-2454409,0,-2454409,-2454409,0,-2454409,-2454409,0,-2451496,-2451496,0,-2454409,-2454409,0,-2454409,-2454409,0,-2457322,-2457322,0,9904500,9904500,0,15375000,15375000,0,-2454409,-2454409,0
94,9903942,9903942,0,9904149,9904149,0,9903942,9903942,0,9903942,9903942,0,9903735,9903735,0,9903942,9903942,0,9903942,9903942,0,15375000,15375000,0,15375000,15375000,0,15375004,15375004,0,15375000,15375000,0,15375000,15375000,0,15374995,15374995,0,15375000,15375000,0,-2480260,-2480260,0,-2480260,-2480260,0,-2480260,-2480260,0,-2477346,-2477346,0,-2480260,-2480260,0,-2480260,-2480260,0,-2483173,-2483173,0,9903942,9903942,0,15374500,15374500,0,-2479760,-2479760,0
95,9903386,9903386,0,9903593,9903593,0,9903386,9903386,0,9903386,9903386,0,9903179,9903179,0,9903386,9903386,0,9903386,9903386,0,15356970,15356970,0,15356970,15356970,0,15356975,15356975,0,15356970,15356970,0,15356970,15356970,0,15356965,15356965,0,15356970,15356970,0,-2505980,-2505980,0,-2505980,-2505980,0,-2505980,-2505980,0,-2503067,-2503067,0,-2505980,-2505980,0,-2505980,-2505980,0,-2508894,-2508894,0,9903386,9903386,0,15356970,15356970,0,-2506480,-2506480,0
