test_circle,input 1,input 1,,input 2,input 2,,input 3,input 3,,input 4,input 4,,input 5,input 5,,input 6,input 6,,input 7,input 7,,input 8,input 8,,input 9,input 9,,input 10,input 10,,input 11,input 11,,input 12,input 12,,input 13,input 13,,input 14,input 14,,input 15,input 15,,input 16,input 16,,input 17,input 17,,input 18,input 18,,input 19,input 19,,input 20,input 20,,input 21,input 21,,summation 1,summation 1,, summation 2, summation 2,, summation 3, summation 3,
,PC,BMS,diff,,,diff,,,diff,,,diff,,,diff,,,diff,,,diff,,,diff,,,diff,,,diff,,,diff,,,diff,,,diff,,,diff,,,diff,,,diff,,,diff,,,diff,,,diff,,,diff,,,diff,,,diff,,,diff,,,diff
1186,9291414,9291414,0,9291621,9291621,0,9291414,9291414,0,9291414,9291414,0,9291207,9291207,0,9291414,9291414,0,9291414,9291414,0,14680178,14680178,0,14680178,14680178,0,14680182,14680182,0,14680178,14680178,0,14680178,14680178,0,14680173,14680173,0,14680178,14680178,0,-9779724,-9779724,0,-9779724,-9779724,0,-9779724,-9779724,0,-9776810,-9776810,0,-9779724,-9779724,0,-9779724,-9779724,0,-9782638,-9782638,0,9291414,9291414,0,14679678,14679678,0,-9779724,-9779724,0
1187,9290855,9290855,0,9291062,9291062,0,9290855,9290855,0,9290855,9290855,0,9290648,9290648,0,9290855,9290855,0,9290855,9290855,0,14694473,14694473,0,14694473,14694473,0,14694478,14694478,0,14694473,14694473,0,14694473,14694473,0,14694468,14694468,0,14694473,14694473,0,-9780368,-9780368,0,-9780367,-9780367,0,-9780368,-9780368,0,-9777453,-9777453,0,-9780368,-9780368,0,-9780368,-9780368,0,-9783282,-9783282,0,9290855,9290855,0,14694473,14694473,0,-9779368,-9779368,0
1188,9290295,9290295,0,9290502,9290502,0,9290295,9290295,0,9290295,9290295,0,9290088,9290088,0,9290295,9290295,0,9290295,9290295,0,14698459,14698459,0,14698459,14698459,0,14698463,14698463,0,14698459,14698459,0,14698459,14698459,0,14698454,14698454,0,14698459,14698459,0,-9781009,-9781009,0,-9781009,-9781009,0,-9781009,-9781009,0,-9778095,-9778095,0,-9781009,-9781009,0,-9781009,-9781009,0,-9783923,-9783923,0,9290295,9290295,0,14697959,14697959,0,-9781009,-9781009,0
1189,9289736,9289736,0,9289943,9289943,0,9289736,9289736,0,9289736,9289736,0,9289529,9289529,0,9289736,9289736,0,9289736,9289736,0,14699570,14699570,0,14699570,14699570,0,14699575,14699575,0,14699570,14699570,0,14699570,14699570,0,14699565,14699565,0,14699570,14699570,0,-9781649,-9781649,0,-9781649,-9781649,0,-9781649,-9781649,0,-9778735,-9778735,0,-9781649,-9781649,0,-9781649,-9781649,0,-9784563,-9784563,0,9289736,9289736,0,14699570,14699570,0,-9781649,-9781649,0
1190,9289177,9289177,0,9289384,9289384,0,9289177,9289177,0,9289177,9289177,0,9288970,9288970,0,9289177,9289177,0,9289177,9289177,0,14699880,14699880,0,14699880,14699880,0,14699885,14699885,0,14699880,14699880,0,14699880,14699880,0,14699875,14699875,0,14699880,14699880,0,-9782286,-9782286,0,-9782286,-9782286,0,-9782286,-9782286,0,-9779372,-9779372,0,-9782286,-9782286,0,-9782286,-9782286,0,-9785200,-9785200,0,9289177,9289177,0,14699880,14699880,0,-9782286,-9782286,0
1191,9288618,9288618,0,9288825,9288825,0,9288618,9288618,0,9288618,9288618,0,9288411,9288411,0,9288618,9288618,0,9288618,9288618,0,14681937,14681937,0,14681937,14681937,0,14681941,14681941,0,14681937,14681937,0,14681937,14681937,0,14681932,14681932,0,14681937,14681937,0,-9782920,-9782920,0,-9782920,-9782920,0,-9782920,-9782920,0,-9780006,-9780006,0,-9782920,-9782920,0,-9782920,-9782920,0,-9785834,-9785834,0,9288618,9288618,0,14681437,14681437,0,-9782920,-9782920,0
1192,9288059,9288059,0,9288267,9288267,0,9288059,9288059,0,9288059,9288059,0,9287852,9287852,0,9288059,9288059,0,9288059,9288059,0,14676934,14676934,0,14676934,14676934,0,14676939,14676939,0,14676934,14676934,0,14676934,14676934,0,14676929,14676929,0,14676934,14676934,0,-9783552,-9783552,0,-9783552,-9783552,0,-9783552,-9783552,0,-9780638,-9780638,0,-9783552,-9783552,0,-9783552,-9783552,0,-9786466,-9786466,0,9288559,9288559,0,14676934,14676934,0,-9783552,-9783552,0
1193,9287500,9287500,0,9287707,9287707,0,9287500,9287500,0,9287500,9287500,0,9287293,9287293,0,9287500,9287500,0,9287500,9287500,0,14693568,14693568,0,14693568,14693568,0,14693573,14693573,0,14693568,14693568,0,14693568,14693568,0,14693563,14693563,0,14693568,14693568,0,-9784182,-9784182,0,-9784182,-9784182,0,-9784182,-9784182,0,-9781268,-9781268,0,-9784183,-9784183,0,-9784182,-9784182,0,-9787097,-9787097,0,9287500,9287500,0,14693568,14693568,0,-9785182,-9785182,0
1194,9286940,9286940,0,9287147,9287147,0,9286940,9286940,0,9286940,9286940,0,9286733,9286733,0,9286940,9286940,0,9286940,9286940,0,14698206,14698206,0,14698206,14698206,0,14698211,14698211,0,14698206,14698206,0,14698206,14698206,0,14698202,14698202,0,14698206,14698206,0,-9784811,-9784811,0,-9784811,-9784811,0,-9784811,-9784811,0,-9781897,-9781897,0,-9784811,-9784811,0,-9784811,-9784811,0,-9787725,-9787725,0,9286940,9286940,0,14698706,14698706,0,-9784811,-9784811,0
1195,9286381,9286381,0,9286588,9286588,0,9286381,9286381,0,9286381,9286381,0,9286174,9286174,0,9286381,9286381,0,9286381,9286381,0,14681470,14681470,0,14681470,14681470,0,14681475,14681475,0,14681470,14681470,0,14681470,14681470,0,14681465,14681465,0,14681470,14681470,0,-9785435,-9785435,0,-9785435,-9785435,0,-9785435,-9785435,0,-9782521,-9782521,0,-9785436,-9785436,0,-9785435,-9785435,0,-9788350,-9788350,0,9286381,9286381,0,14681470,14681470,0,-9786435,-9786435,0
1196,9285822,9285822,0,9286029,9286029,0,9285822,9285822,0,9285822,9285822,0,9285615,9285615,0,9285822,9285822,0,9285822,9285822,0,14676804,14676804,0,14676804,14676804,0,14676808,14676808,0,14676804,14676804,0,14676804,14676804,0,14676799,14676799,0,14676804,14676804,0,-9786058,-9786058,0,-9786058,-9786058,0,-9786058,-9786058,0,-9783144,-9783144,0,-9786058,-9786058,0,-9786058,-9786058,0,-9788972,-9788972,0,9285822,9285822,0,14676304,14676304,0,-9786058,-9786058,0
1197,9285261,9285261,0,9285468,9285468,0,9285261,9285261,0,9285261,9285261,0,9285054,9285054,0,9285261,9285261,0,9285261,9285261,0,14711562,14711562,0,14711562,14711562,0,14711567,14711567,0,14711562,14711562,0,14711562,14711562,0,14711557,14711557,0,14711562,14711562,0,-9786681,-9786681,0,-9786681,-9786681,0,-9786681,-9786681,0,-9783767,-9783767,0,-9786681,-9786681,0,-9786681,-9786681,0,-9789595,-9789595,0,9285261,9285261,0,14711562,14711562,0,-9786681,-9786681,0
1198,9284702,9284702,0,9284909,9284909,0,9284702,9284702,0,9284702,9284702,0,9284495,9284495,0,9284702,9284702,0,9284702,9284702,0,14703223,14703223,0,14703223,14703223,0,14703228,14703228,0,14703223,14703223,0,14703223,14703223,0,14703218,14703218,0,14703223,14703223,0,-9787301,-9787301,0,-9787301,-9787301,0,-9787301,-9787301,0,-9784387,-9784387,0,-9787302,-9787302,0,-9787301,-9787301,0,-9790215,-9790215,0,9284702,9284702,0,14703223,14703223,0,-9787801,-9787801,0
1199,9284141,9284141,0,9284348,9284348,0,9284141,9284141,0,9284141,9284141,0,9283934,9283934,0,9284141,9284141,0,9284141,9284141,0,14718928,14718928,0,14718928,14718928,0,14718933,14718933,0,14718928,14718928,0,14718928,14718928,0,14718923,14718923,0,14718928,14718928,0,-9787921,-9787921,0,-9787921,-9787921,0,-9787921,-9787921,0,-9785007,-9785007,0,-9787921,-9787921,0,-9787921,-9787921,0,-9790835,-9790835,0,9284141,9284141,0,14718928,14718928,0,-9787921,-9787921,0
1200,9283581,9283581,0,9283788,9283788,0,9283581,9283581,0,9283581,9283581,0,9283374,9283374,0,9283581,9283581,0,9283581,9283581,0,14705277,14705277,0,14705277,14705277,0,14705282,14705282,0,14705277,14705277,0,14705277,14705277,0,14705272,14705272,0,14705277,14705277,0,-9788537,-9788537,0,-9788537,-9788537,0,-9788537,-9788537,0,-9785623,-9785623,0,-9788537,-9788537,0,-9788537,-9788537,0,-9791451,-9791451,0,9283581,9283581,0,14705277,14705277,0,-9788537,-9788537,0
1201,9283022,9283022,0,9283229,9283229,0,9283022,9283022,0,9283022,9283022,0,9282815,9282815,0,9283022,9283022,0,9283022,9283022,0,14683441,14683441,0,14683441,14683441,0,14683446,14683446,0,14683441,14683441,0,14683441,14683441,0,14683436,14683436,0,14683441,14683441,0,-9789150,-9789150,0,-9789150,-9789150,0,-9789150,-9789150,0,-9786236,-9786236,0,-9789150,-9789150,0,-9789150,-9789150,0,-9792064,-9792064,0,9283022,9283022,0,14683441,14683441,0,-9789150,-9789150,0
1202,9282464,9282464,0,9282671,9282671,0,9282464,9282464,0,9282464,9282464,0,9282257,9282257,0,9282464,9282464,0,9282464,9282464,0,14677353,14677353,0,14677353,14677353,0,14677358,14677358,0,14677353,14677353,0,14677353,14677353,0,14677348,14677348,0,14677353,14677353,0,-9789760,-9789760,0,-9789760,-9789760,0,-9789760,-9789760,0,-9786846,-9786846,0,-9789760,-9789760,0,-9789760,-9789760,0,-9792674,-9792674,0,9282464,9282464,0,14677353,14677353,0,-9789760,-9789760,0
1203,9281905,9281905,0,9282112,9282112,0,9281905,9281905,0,9281905,9281905,0,9281698,9281698,0,9281905,9281905,0,9281905,9281905,0,14675656,14675656,0,14675656,14675656,0,14675661,14675661,0,14675656,14675656,0,14675656,14675656,0,14675651,14675651,0,14675656,14675656,0,-9790369,-9790369,0,-9790369,-9790369,0,-9790369,-9790369,0,-9787455,-9787455,0,-9790369,-9790369,0,-9790369,-9790369,0,-9793283,-9793283,0,9281905,9281905,0,14675656,14675656,0,-9790369,-9790369,0
1204,9281344,9281344,0,9281551,9281551,0,9281344,9281344,0,9281344,9281344,0,9281137,9281137,0,9281344,9281344,0,9281344,9281344,0,14711242,14711242,0,14711242,14711242,0,14711247,14711247,0,14711242,14711242,0,14711242,14711242,0,14711237,14711237,0,14711242,14711242,0,-9790978,-9790978,0,-9790978,-9790978,0,-9790978,-9790978,0,-9788064,-9788064,0,-9790978,-9790978,0,-9790978,-9790978,0,-9793892,-9793892,0,9281344,9281344,0,14711242,14711242,0,-9790978,-9790978,0
1205,9280785,9280785,0,9280992,9280992,0,9280785,9280785,0,9280785,9280785,0,9280578,9280578,0,9280785,9280785,0,9280785,9280785,0,14685104,14685104,0,14685104,14685104,0,14685109,14685109,0,14685104,14685104,0,14685104,14685104,0,14685100,14685100,0,14685104,14685104,0,-9791583,-9791583,0,-9791583,-9791583,0,-9791583,-9791583,0,-9788669,-9788669,0,-9791583,-9791583,0,-9791583,-9791583,0,-9794497,-9794497,0,9280785,9280785,0,14685604,14685604,0,-9791583,-9791583,0
1206,9280226,9280226,0,9280433,9280433,0,9280226,9280226,0,9280226,9280226,0,9280019,9280019,0,9280226,9280226,0,9280226,9280226,0,14677817,14677817,0,14677817,14677817,0,14677822,14677822,0,14677817,14677817,0,14677817,14677817,0,14677812,14677812,0,14677817,14677817,0,-9792186,-9792186,0,-9792186,-9792186,0,-9792186,-9792186,0,-9789272,-9789272,0,-9792186,-9792186,0,-9792186,-9792186,0,-9795100,-9795100,0,9280226,9280226,0,14677817,14677817,0,-9792186,-9792186,0
1207,9279667,9279667,0,9279874,9279874,0,9279667,9279667,0,9279667,9279667,0,9279460,9279460,0,9279667,9279667,0,9279667,9279667,0,14675785,14675785,0,14675785,14675785,0,14675790,14675790,0,14675785,14675785,0,14675785,14675785,0,14675780,14675780,0,14675785,14675785,0,-9792787,-9792787,0,-9792787,-9792787,0,-9792787,-9792787,0,-9789873,-9789873,0,-9792787,-9792787,0,-9792787,-9792787,0,-9795701,-9795701,0,9279667,9279667,0,14675785,14675785,0,-9792787,-9792787,0
1208,9279109,9279109,0,9279316,9279316,0,9279109,9279109,0,9279109,9279109,0,9278902,9278902,0,9279109,9279109,0,9279109,9279109,0,14675219,14675219,0,14675219,14675219,0,14675223,14675223,0,14675219,14675219,0,14675219,14675219,0,14675214,14675214,0,14675219,14675219,0,-9793386,-9793386,0,-9793386,-9793386,0,-9793386,-9793386,0,-9790472,-9790472,0,-9793386,-9793386,0,-9793386,-9793386,0,-9796300,-9796300,0,9279109,9279109,0,14674719,14674719,0,-9793386,-9793386,0
1209,9278550,9278550,0,9278757,9278757,0,9278550,9278550,0,9278550,9278550,0,9278343,9278343,0,9278550,9278550,0,9278550,9278550,0,14675061,14675061,0,14675061,14675061,0,14675065,14675065,0,14675061,14675061,0,14675061,14675061,0,14675056,14675056,0,14675061,14675061,0,-9793983,-9793983,0,-9793983,-9793983,0,-9793983,-9793983,0,-9791069,-9791069,0,-9793983,-9793983,0,-9793983,-9793983,0,-9796897,-9796897,0,9278550,9278550,0,14674561,14674561,0,-9793983,-9793983,0
1210,9277990,9277990,0,9278197,9278197,0,9277990,9277990,0,9277990,9277990,0,9277783,9277783,0,9277990,9277990,0,9277990,9277990,0,14693046,14693046,0,14693046,14693046,0,14693051,14693051,0,14693046,14693046,0,14693046,14693046,0,14693041,14693041,0,14693046,14693046,0,-9794579,-9794579,0,-9794579,-9794579,0,-9794579,-9794579,0,-9791665,-9791665,0,-9794579,-9794579,0,-9794579,-9794579,0,-9797493,-9797493,0,9277990,9277990,0,14693046,14693046,0,-9794579,-9794579,0
1211,9277431,9277431,0,9277638,9277638,0,9277431,9277431,0,9277431,9277431,0,9277224,9277224,0,9277431,9277431,0,9277431,9277431,0,14680031,14680031,0,14680031,14680031,0,14680036,14680036,0,14680031,14680031,0,14680031,14680031,0,14680026,14680026,0,14680031,14680031,0,-9795172,-9795172,0,-9795172,-9795172,0,-9795172,-9795172,0,-9792258,-9792258,0,-9795172,-9795172,0,-9795172,-9795172,0,-9798086,-9798086,0,9277431,9277431,0,14680031,14680031,0,-9795172,-9795172,0
1212,9276872,9276872,0,9277079,9277079,0,9276872,9276872,0,9276872,9276872,0,9276665,9276665,0,9276872,9276872,0,9276872,9276872,0,14676402,14676402,0,14676402,14676402,0,14676407,14676407,0,14676402,14676402,0,14676402,14676402,0,14676398,14676398,0,14676402,14676402,0,-9795763,-9795763,0,-9795763,-9795763,0,-9795763,-9795763,0,-9792849,-9792849,0,-9795764,-9795764,0,-9795763,-9795763,0,-9798678,-9798678,0,9276872,9276872,0,14676902,14676902,0,-9796763,-9796763,0
1213,9276314,9276314,0,9276521,9276521,0,9276314,9276314,0,9276314,9276314,0,9276107,9276107,0,9276314,9276314,0,9276314,9276314,0,14675391,14675391,0,14675391,14675391,0,14675396,14675396,0,14675391,14675391,0,14675391,14675391,0,14675386,14675386,0,14675391,14675391,0,-9796353,-9796353,0,-9796353,-9796353,0,-9796353,-9796353,0,-9793439,-9793439,0,-9796353,-9796353,0,-9796353,-9796353,0,-9799267,-9799267,0,9276314,9276314,0,14675391,14675391,0,-9796353,-9796353,0
1214,9275755,9275755,0,9275962,9275962,0,9275755,9275755,0,9275755,9275755,0,9275548,9275548,0,9275755,9275755,0,9275755,9275755,0,14675109,14675109,0,14675109,14675109,0,14675113,14675113,0,14675109,14675109,0,14675109,14675109,0,14675104,14675104,0,14675109,14675109,0,-9796940,-9796940,0,-9796940,-9796940,0,-9796940,-9796940,0,-9794026,-9794026,0,-9796940,-9796940,0,-9796940,-9796940,0,-9799854,-9799854,0,9275755,9275755,0,14674609,14674609,0,-9796940,-9796940,0
1215,9275196,9275196,0,9275403,9275403,0,9275196,9275196,0,9275196,9275196,0,9274989,9274989,0,9275196,9275196,0,9275196,9275196,0,14675030,14675030,0,14675030,14675030,0,14675035,14675035,0,14675030,14675030,0,14675030,14675030,0,14675025,14675025,0,14675030,14675030,0,-9797526,-9797526,0,-9797526,-9797526,0,-9797526,-9797526,0,-9794612,-9794612,0,-9797526,-9797526,0,-9797526,-9797526,0,-9800440,-9800440,0,9275196,9275196,0,14675030,14675030,0,-9797526,-9797526,0
1216,9274636,9274636,0,9274843,9274843,0,9274636,9274636,0,9274636,9274636,0,9274429,9274429,0,9274636,9274636,0,9274636,9274636,0,14693038,14693038,0,14693038,14693038,0,14693042,14693042,0,14693038,14693038,0,14693038,14693038,0,14693033,14693033,0,14693038,14693038,0,-9798110,-9798110,0,-9798110,-9798110,0,-9798110,-9798110,0,-9795196,-9795196,0,-9798110,-9798110,0,-9798110,-9798110,0,-9801024,-9801024,0,9274636,9274636,0,14692538,14692538,0,-9798110,-9798110,0
1217,9274078,9274078,0,9274285,9274285,0,9274078,9274078,0,9274078,9274078,0,9273871,9273871,0,9274078,9274078,0,9274078,9274078,0,14661999,14661999,0,14661999,14661999,0,14662004,14662004,0,14661999,14661999,0,14661999,14661999,0,14661994,14661994,0,14661999,14661999,0,-9798691,-9798691,0,-9798691,-9798691,0,-9798691,-9798691,0,-9795777,-9795777,0,-9798691,-9798691,0,-9798691,-9798691,0,-9801605,-9801605,0,9274078,9274078,0,14661999,14661999,0,-9798691,-9798691,0
1218,9273519,9273519,0,9273727,9273727,0,9273519,9273519,0,9273519,9273519,0,9273312,9273312,0,9273519,9273519,0,9273519,9273519,0,14671375,14671375,0,14671375,14671375,0,14671380,14671380,0,14671375,14671375,0,14671375,14671375,0,14671370,14671370,0,14671375,14671375,0,-9799271,-9799271,0,-9799271,-9799271,0,-9799271,-9799271,0,-9796357,-9796357,0,-9799271,-9799271,0,-9799271,-9799271,0,-9802185,-9802185,0,9274019,9274019,0,14671375,14671375,0,-9799271,-9799271,0
1219,9272962,9272962,0,9273169,9273169,0,9272962,9272962,0,9272962,9272962,0,9272755,9272755,0,9272962,9272962,0,9272962,9272962,0,14655959,14655959,0,14655959,14655959,0,14655964,14655964,0,14655959,14655959,0,14655959,14655959,0,14655954,14655954,0,14655959,14655959,0,-9799848,-9799848,0,-9799848,-9799848,0,-9799848,-9799848,0,-9796933,-9796933,0,-9799848,-9799848,0,-9799848,-9799848,0,-9802762,-9802762,0,9272962,9272962,0,14655959,14655959,0,-9799348,-9799348,0
1220,9272402,9272402,0,9272609,9272609,0,9272402,9272402,0,9272402,9272402,0,9272195,9272195,0,9272402,9272402,0,9272402,9272402,0,14687720,14687720,0,14687720,14687720,0,14687725,14687725,0,14687720,14687720,0,14687720,14687720,0,14687715,14687715,0,14687720,14687720,0,-9800425,-9800425,0,-9800425,-9800425,0,-9800425,-9800425,0,-9797511,-9797511,0,-9800425,-9800425,0,-9800425,-9800425,0,-9803339,-9803339,0,9272402,9272402,0,14687720,14687720,0,-9800425,-9800425,0
1221,9271843,9271843,0,9272050,9272050,0,9271843,9271843,0,9271843,9271843,0,9271636,9271636,0,9271843,9271843,0,9271843,9271843,0,14678546,14678546,0,14678546,14678546,0,14678551,14678551,0,14678546,14678546,0,14678546,14678546,0,14678541,14678541,0,14678546,14678546,0,-9800999,-9800999,0,-9800999,-9800999,0,-9800999,-9800999,0,-9798085,-9798085,0,-9800999,-9800999,0,-9800999,-9800999,0,-9803913,-9803913,0,9271843,9271843,0,14678546,14678546,0,-9800999,-9800999,0
1222,9271284,9271284,0,9271491,9271491,0,9271284,9271284,0,9271284,9271284,0,9271077,9271077,0,9271284,9271284,0,9271284,9271284,0,14675988,14675988,0,14675988,14675988,0,14675993,14675993,0,14675988,14675988,0,14675988,14675988,0,14675984,14675984,0,14675988,14675988,0,-9801571,-9801571,0,-9801571,-9801571,0,-9801571,-9801571,0,-9798657,-9798657,0,-9801571,-9801571,0,-9801571,-9801571,0,-9804485,-9804485,0,9271284,9271284,0,14676488,14676488,0,-9801571,-9801571,0
1223,9270727,9270727,0,9270934,9270934,0,9270727,9270727,0,9270727,9270727,0,9270520,9270520,0,9270727,9270727,0,9270727,9270727,0,14639216,14639216,0,14639216,14639216,0,14639221,14639221,0,14639216,14639216,0,14639216,14639216,0,14639211,14639211,0,14639216,14639216,0,-9802139,-9802139,0,-9802139,-9802139,0,-9802139,-9802139,0,-9799225,-9799225,0,-9802140,-9802140,0,-9802139,-9802139,0,-9805054,-9805054,0,9270727,9270727,0,14639216,14639216,0,-9803139,-9803139,0
1224,9270169,9270169,0,9270376,9270376,0,9270169,9270169,0,9270169,9270169,0,9269962,9269962,0,9270169,9270169,0,9270169,9270169,0,14665022,14665022,0,14665022,14665022,0,14665027,14665027,0,14665022,14665022,0,14665022,14665022,0,14665018,14665018,0,14665022,14665022,0,-9802708,-9802708,0,-9802708,-9802708,0,-9802708,-9802708,0,-9799794,-9799794,0,-9802708,-9802708,0,-9802708,-9802708,0,-9805622,-9805622,0,9270169,9270169,0,14665522,14665522,0,-9802708,-9802708,0
1225,9269610,9269610,0,9269817,9269817,0,9269610,9269610,0,9269610,9269610,0,9269403,9269403,0,9269610,9269610,0,9269610,9269610,0,14672218,14672218,0,14672218,14672218,0,14672223,14672223,0,14672218,14672218,0,14672218,14672218,0,14672213,14672213,0,14672218,14672218,0,-9803275,-9803275,0,-9803275,-9803275,0,-9803275,-9803275,0,-9800361,-9800361,0,-9803275,-9803275,0,-9803275,-9803275,0,-9806189,-9806189,0,9269610,9269610,0,14672218,14672218,0,-9803275,-9803275,0
1226,9269051,9269051,0,9269258,9269258,0,9269051,9269051,0,9269051,9269051,0,9268844,9268844,0,9269051,9269051,0,9269051,9269051,0,14674224,14674224,0,14674224,14674224,0,14674229,14674229,0,14674224,14674224,0,14674224,14674224,0,14674219,14674219,0,14674224,14674224,0,-9803840,-9803840,0,-9803840,-9803840,0,-9803840,-9803840,0,-9800926,-9800926,0,-9803840,-9803840,0,-9803840,-9803840,0,-9806754,-9806754,0,9269051,9269051,0,14674224,14674224,0,-9803840,-9803840,0
1227,9268492,9268492,0,9268699,9268699,0,9268492,9268492,0,9268492,9268492,0,9268285,9268285,0,9268492,9268492,0,9268492,9268492,0,14674783,14674783,0,14674783,14674783,0,14674788,14674788,0,14674783,14674783,0,14674783,14674783,0,14674778,14674778,0,14674783,14674783,0,-9804403,-9804403,0,-9804403,-9804403,0,-9804403,-9804403,0,-9801489,-9801489,0,-9804403,-9804403,0,-9804403,-9804403,0,-9807317,-9807317,0,9268492,9268492,0,14674783,14674783,0,-9804403,-9804403,0
1228,9267933,9267933,0,9268140,9268140,0,9267933,9267933,0,9267933,9267933,0,9267726,9267726,0,9267933,9267933,0,9267933,9267933,0,14674939,14674939,0,14674939,14674939,0,14674944,14674944,0,14674939,14674939,0,14674939,14674939,0,14674934,14674934,0,14674939,14674939,0,-9804964,-9804964,0,-9804964,-9804964,0,-9804964,-9804964,0,-9802050,-9802050,0,-9804964,-9804964,0,-9804964,-9804964,0,-9807878,-9807878,0,9267933,9267933,0,14674939,14674939,0,-9804964,-9804964,0
1229,9267375,9267375,0,9267582,9267582,0,9267375,9267375,0,9267375,9267375,0,9267168,9267168,0,9267375,9267375,0,9267375,9267375,0,14674983,14674983,0,14674983,14674983,0,14674988,14674988,0,14674983,14674983,0,14674983,14674983,0,14674978,14674978,0,14674983,14674983,0,-9805524,-9805524,0,-9805524,-9805524,0,-9805524,-9805524,0,-9802610,-9802610,0,-9805524,-9805524,0,-9805524,-9805524,0,-9808438,-9808438,0,9267375,9267375,0,14674983,14674983,0,-9805524,-9805524,0
