test_circle,C 1,C 2,C 3,sigma_points 1,sigma_points 2,sigma_points 3,sigma_points 4,sigma_points 5,sigma_points 6,sigma_points 7,sigma_points 8,sigma_points 9,sigma_points 10,sigma_points 11,sigma_points 12,sigma_points 13,sigma_points 14,sigma_points 15,sigma_points 16,sigma_points 17,sigma_points 18,sigma_points 19,sigma_points 20,sigma_points 21,D 1,D 2,observer 1,observer 2,normalized sigma_measurement 1,normalized sigma_measurement 2,normalized sigma_measurement 3,normalized sigma_measurement 4,normalized sigma_measurement 5,normalized sigma_measurement 6,normalized sigma_measurement 7,
1052,4458402,-30300,-61999,916999,917019,916999,916999,916978,916999,916999,1472205,1472205,1472208,1472205,1472205,1472203,1472205,-985363,-985363,-985363,-985071,-985363,-985363,-985655,-82000,-2499,1472499,1000000,3981590,3981679,3981589,3981572,3981496,3981590,3981608,
1053,4458114,-30300,-61999,917062,917083,917062,917062,917042,917062,917062,1472038,1472039,1472046,1472038,1472036,1472029,1472038,-985507,-985506,-985509,-985215,-985507,-985504,-985799,-82000,-2499,1472499,1000000,3981620,3981714,3981620,3981602,3981531,3981621,3981638,
1054,4458131,-30300,-61999,917059,917079,917059,917059,917038,917059,917059,1471899,1471900,1471907,1471899,1471897,1471890,1471899,-985620,-985619,-985622,-985328,-985620,-985618,-985912,-82000,-2499,1467499,1000000,3982043,3982132,3982043,3982025,3981950,3982043,3982062,
1055,4458213,-30300,-61999,917041,917061,917041,917041,917020,917041,917041,1470160,1470160,1470168,1470160,1470160,1470152,1470160,-985645,-985645,-985646,-985353,-985645,-985643,-985937,-82000,-2499,1472499,1000000,3981683,3981772,3981683,3981665,3981590,3981683,3981701,
1056,4458182,-30300,-61999,917047,917068,917047,917047,917027,917047,917047,1471459,1471458,1471464,1471459,1471459,1471454,1471459,-985526,-985526,-985532,-985234,-985526,-985520,-985818,-82000,-2499,1475000,1000000,3981429,3981523,3981429,3981411,3981340,3981429,3981447,
1057,4457849,-30300,-61999,917121,917141,917121,917121,917101,917121,917121,1473021,1473021,1473023,1473021,1473021,1473019,1473021,-985694,-985693,-985703,-985402,-985694,-985685,-985986,-82000,-2499,1470000,1000000,3981827,3981916,3981827,3981809,3981738,3981827,3981845,
1058,4459246,-30300,-61999,916812,916832,916812,916812,916792,916812,916812,1471519,1471518,1471522,1471519,1471520,1471517,1471519,-985583,-985582,-985578,-985291,-985585,-985588,-985875,-82000,-2499,1467499,1000000,3981974,3982063,3981973,3981956,3981885,3981974,3981992,
1059,4459587,-30300,-61999,916736,916757,916736,916736,916716,916736,916736,1470046,1470045,1470057,1470046,1470046,1470034,1470046,-985746,-985746,-985742,-985454,-985747,-985750,-986038,-82000,-2499,1470000,1000000,3981797,3981891,3981796,3981779,3981708,3981798,3981816,
1060,4460585,-30300,-61999,916516,916536,916516,916516,916495,916516,916516,1470114,1470114,1470118,1470114,1470114,1470111,1470114,-985995,-985996,-985990,-985703,-985994,-986000,-986287,-82000,-2499,1467499,1000000,3981950,3982039,3981949,3981931,3981856,3981950,3981968,
1061,4460618,-30300,-61999,916508,916529,916508,916508,916488,916508,916508,1468870,1468870,1468871,1468870,1468869,1468869,1468870,-986197,-986197,-986206,-985905,-986197,-986188,-986489,-82000,-2499,1472499,1000000,3981585,3981678,3981585,3981566,3981495,3981584,3981603,
1062,4460630,-30300,-61999,916506,916526,916506,916506,916485,916506,916506,1470580,1470579,1470581,1470580,1470580,1470578,1470580,-986160,-986161,-986168,-985868,-986160,-986153,-986453,-82000,-2499,1472499,1000000,3981532,3981622,3981533,3981514,3981439,3981532,3981550,
1063,4460613,-30300,-61999,916509,916530,916509,916509,916489,916509,916509,1471310,1471310,1471315,1471310,1471310,1471305,1471310,-986322,-986322,-986326,-986030,-986322,-986318,-986614,-82000,-2499,1467499,1000000,3981928,3982022,3981927,3981909,3981838,3981927,3981946,
1064,4461800,-30300,-61999,916247,916267,916247,916247,916227,916247,916247,1469627,1469628,1469628,1469627,1469627,1469626,1469627,-986437,-986437,-986436,-986145,-986437,-986438,-986729,-82000,-2499,1472499,1000000,3981495,3981584,3981495,3981477,3981406,3981495,3981513,
1065,4461493,-30300,-61999,916315,916335,916315,916315,916294,916315,916315,1471055,1471055,1471060,1471055,1471056,1471051,1471055,-986526,-986526,-986525,-986234,-986526,-986527,-986818,-82000,-2499,1472499,1000000,3981479,3981568,3981479,3981461,3981386,3981480,3981497,
1066,4461994,-30300,-61999,916204,916225,916204,916204,916184,916204,916204,1471715,1471715,1471717,1471715,1471715,1471713,1471715,-986473,-986473,-986472,-986181,-986473,-986473,-986765,-82000,-2499,1475000,1000000,3981215,3981309,3981214,3981197,3981126,3981215,3981232,
1067,4462885,-30300,-61999,916007,916028,916007,916007,915987,916007,916007,1473381,1473382,1473385,1473381,1473381,1473378,1473381,-986647,-986647,-986643,-986354,-986646,-986650,-986939,-82000,-2499,1467499,1000000,3981727,3981821,3981727,3981709,3981638,3981727,3981745,
1068,4462292,-30300,-61999,916138,916159,916138,916138,916118,916138,916138,1471076,1471074,1471089,1471076,1471079,1471064,1471076,-986831,-986831,-986829,-986539,-986832,-986834,-987124,-82000,-2499,1475000,1000000,3981235,3981329,3981235,3981217,3981146,3981235,3981253,
1069,4462074,-30300,-61999,916187,916207,916187,916187,916166,916187,916187,1472929,1472929,1472933,1472929,1472930,1472926,1472929,-987030,-987029,-987027,-986738,-987031,-987033,-987322,-82000,-2499,1470000,1000000,3981620,3981709,3981619,3981601,3981526,3981620,3981638,
1070,4461805,-30300,-61999,916246,916266,916246,916246,916225,916246,916246,1471561,1471561,1471563,1471561,1471561,1471559,1471561,-987131,-987130,-987131,-986839,-987131,-987131,-987423,-82000,-2499,1475000,1000000,3981274,3981364,3981274,3981256,3981181,3981274,3981292,
1071,4461977,-30300,-61999,916208,916228,916208,916208,916187,916208,916208,1473217,1473217,1473220,1473217,1473218,1473215,1473217,-987144,-987144,-987146,-986852,-987144,-987143,-987436,-82000,-2499,1475000,1000000,3981213,3981302,3981213,3981195,3981119,3981213,3981231,
1072,4461974,-30300,-61999,916208,916229,916208,916208,916188,916208,916208,1473989,1473989,1473991,1473989,1473989,1473987,1473989,-987168,-987168,-987168,-986876,-987168,-987168,-987460,-82000,-2499,1472499,1000000,3981394,3981487,3981394,3981376,3981304,3981394,3981412,
1073,4461743,-30300,-61999,916260,916280,916260,916260,916239,916260,916260,1473392,1473392,1473394,1473392,1473392,1473390,1473392,-987253,-987253,-987252,-986961,-987253,-987254,-987545,-82000,-2499,1472499,1000000,3981437,3981526,3981437,3981419,3981343,3981437,3981455,
1074,4461755,-30300,-61999,916257,916277,916257,916257,916236,916257,916257,1472915,1472915,1472916,1472915,1472915,1472914,1472915,-987334,-987334,-987335,-987042,-987335,-987334,-987627,-82000,-2499,1470000,1000000,3981659,3981748,3981659,3981642,3981566,3981659,3981678,
1075,4462583,-30300,-61999,916074,916095,916074,916074,916054,916074,916074,1471227,1471226,1471235,1471227,1471228,1471218,1471227,-987368,-987368,-987367,-987076,-987368,-987369,-987660,-82000,-2499,1472499,1000000,3981450,3981544,3981449,3981431,3981360,3981450,3981468,
1076,4462866,-30300,-61999,916012,916032,916012,916012,915991,916012,916012,1471647,1471647,1471648,1471647,1471647,1471646,1471647,-987423,-987423,-987423,-987131,-987423,-987423,-987715,-82000,-2499,1475000,1000000,3981217,3981307,3981217,3981199,3981124,3981217,3981235,
1077,4462866,-30300,-61999,916012,916032,916012,916012,915991,916012,916012,1471647,1471647,1471648,1471647,1471647,1471646,1471647,-987423,-987423,-987423,-987131,-987423,-987423,-987715,-82000,-2499,1475000,1000000,3981217,3981307,3981217,3981199,3981124,3981217,3981235,
1078,4462781,-30300,-61999,916030,916051,916030,916030,916010,916030,916030,1473029,1473029,1473032,1473029,1473028,1473025,1473029,-987588,-987587,-987591,-987295,-987588,-987585,-987880,-82000,-2499,1472499,1000000,3981394,3981487,3981394,3981375,3981305,3981394,3981411,
1079,4463660,-30300,-61999,915836,915857,915836,915836,915816,915836,915836,1472821,1472821,1472823,1472821,1472821,1472819,1472821,-987516,-987515,-987518,-987223,-987516,-987513,-987808,-82000,-2499,1470000,1000000,3981539,3981633,3981539,3981521,3981450,3981539,3981557,
1080,4463627,-30300,-61999,915843,915864,915843,915843,915823,915843,915843,1471774,1471773,1471780,1471774,1471774,1471767,1471774,-987675,-987675,-987672,-987383,-987675,-987678,-987967,-82000,-2499,1475000,1000000,3981172,3981266,3981171,3981154,3981083,3981172,3981190,
1081,4463183,-30300,-61999,915941,915962,915941,915941,915921,915941,915941,1472819,1472822,1472831,1472819,1472817,1472808,1472819,-987601,-987602,-987596,-987309,-987600,-987606,-987893,-82000,-2499,1475000,1000000,3981167,3981260,3981166,3981148,3981077,3981167,3981185,
1082,4462289,-30300,-61999,916139,916158,916139,916139,916119,916139,916139,1473570,1473573,1473577,1473570,1473567,1473564,1473570,-987535,-987536,-987529,-987243,-987533,-987541,-987827,-82000,-2499,1472499,1000000,3981410,3981495,3981409,3981392,3981320,3981410,3981428,
1083,4461695,-30300,-61999,916270,916290,916270,916270,916251,916270,916270,1472861,1472863,1472868,1472861,1472858,1472853,1472861,-987627,-987627,-987627,-987335,-987627,-987627,-987919,-82000,-2499,1475000,1000000,3981272,3981362,3981272,3981254,3981188,3981272,3981291,
1084,4462328,-30300,-61999,916130,916151,916130,916130,916110,916130,916130,1473729,1473729,1473732,1473729,1473729,1473726,1473729,-987715,-987715,-987716,-987423,-987715,-987714,-988007,-82000,-2499,1470000,1000000,3981617,3981710,3981617,3981599,3981527,3981617,3981635,
1085,4463166,-30300,-61999,915945,915966,915945,915945,915925,915945,915945,1471708,1471707,1471715,1471708,1471709,1471701,1471708,-987947,-987948,-987953,-987655,-987947,-987942,-988240,-82000,-2499,1475000,1000000,3981224,3981318,3981224,3981206,3981135,3981224,3981242,
1086,4463464,-30300,-61999,915879,915900,915879,915879,915859,915879,915879,1473119,1473119,1473121,1473119,1473119,1473117,1473119,-987854,-987854,-987850,-987561,-987853,-987857,-988146,-82000,-2499,1472499,1000000,3981359,3981453,3981359,3981341,3981270,3981359,3981377,
1087,4463349,-30300,-61999,915905,915925,915905,915905,915884,915905,915905,1472908,1472907,1472909,1472908,1472908,1472906,1472908,-987847,-987847,-987848,-987555,-987847,-987847,-988140,-82000,-2499,1472499,1000000,3981376,3981465,3981376,3981358,3981282,3981376,3981394,
1088,4464170,-30300,-61999,915724,915744,915724,915724,915703,915724,915724,1472505,1472504,1472510,1472505,1472506,1472500,1472505,-987952,-987953,-987954,-987660,-987952,-987950,-988244,-82000,-2499,1475000,1000000,3981133,3981223,3981133,3981115,3981040,3981133,3981151,
1089,4463991,-30300,-61999,915763,915784,915763,915763,915743,915763,915763,1473832,1473831,1473837,1473832,1473833,1473826,1473832,-987888,-987888,-987892,-987596,-987887,-987884,-988180,-82000,-2499,1472499,1000000,3981305,3981399,3981305,3981287,3981215,3981305,3981322,
1090,4464213,-30300,-61999,915714,915735,915714,915714,915693,915714,915714,1473004,1473004,1473008,1473004,1473004,1472999,1473004,-987925,-987925,-987925,-987633,-987925,-987925,-988217,-82000,-2499,1470000,1000000,3981521,3981615,3981521,3981503,3981427,3981521,3981539,
1091,4464453,-30300,-61999,915661,915682,915661,915661,915640,915661,915661,1471691,1471691,1471693,1471691,1471691,1471688,1471691,-988031,-988031,-988031,-987739,-988031,-988031,-988323,-82000,-2499,1475000,1000000,3981140,3981234,3981140,3981122,3981047,3981140,3981158,
1092,4465295,-30300,-61999,915475,915496,915475,915475,915455,915475,915475,1472990,1472989,1472995,1472990,1472990,1472984,1472990,-988076,-988076,-988077,-987784,-988076,-988076,-988369,-82000,-2499,1472499,1000000,3981250,3981343,3981249,3981232,3981160,3981250,3981268,
1093,4465838,-30300,-61999,915355,915376,915355,915355,915335,915355,915355,1472769,1472769,1472772,1472769,1472769,1472767,1472769,-988204,-988204,-988204,-987912,-988204,-988204,-988496,-82000,-2499,1475000,1000000,3981021,3981115,3981021,3981003,3980931,3981021,3981039,
1094,4466376,-30300,-61999,915237,915257,915237,915237,915216,915237,915237,1473955,1473955,1473958,1473955,1473954,1473951,1473955,-988233,-988233,-988234,-987941,-988233,-988232,-988525,-82000,-2499,1475000,1000000,3980951,3981040,3980951,3980933,3980858,3980952,3980969,
1095,4466973,-30300,-61999,915105,915126,915105,915105,915085,915105,915105,1474535,1474536,1474537,1474535,1474535,1474534,1474535,-988471,-988471,-988462,-988179,-988470,-988480,-988763,-82000,-2499,1470000,1000000,3981315,3981409,3981314,3981297,3981226,3981316,3981333,
1096,4466744,-30300,-61999,915156,915176,915156,915156,915135,915156,915156,1472294,1472294,1472296,1472294,1472293,1472292,1472294,-988713,-988713,-988719,-988421,-988714,-988708,-989006,-82000,-2499,1472499,1000000,3981212,3981301,3981213,3981194,3981118,3981212,3981230,
1097,4467639,-30300,-61999,914978,914998,914978,914978,914957,914978,914978,1472503,1472504,1472505,1472503,1472503,1472501,1472503,-988710,-988710,-988714,-988418,-988711,-988707,-989002,-82000,-2499,1472499,1000000,3981229,3981318,3981230,3981211,3981136,3981229,3981247,
1098,4467648,-30300,-61999,914976,914996,914976,914976,914955,914976,914976,1472004,1472006,1472018,1472004,1472003,1471991,1472004,-988597,-988597,-988592,-988305,-988597,-988601,-988889,-82000,-2499,1472499,1000000,3981236,3981326,3981236,3981218,3981143,3981237,3981255,
1099,4468240,-30300,-61999,914845,914866,914845,914845,914825,914845,914845,1472543,1472544,1472550,1472543,1472543,1472536,1472543,-988608,-988608,-988607,-988316,-988608,-988609,-988900,-82000,-2499,1472499,1000000,3981177,3981271,3981177,3981159,3981088,3981177,3981195,
1100,4467921,-30300,-61999,914916,914936,914916,914916,914895,914916,914916,1472846,1472844,1472854,1472846,1472847,1472837,1472846,-988717,-988717,-988715,-988425,-988717,-988719,-989009,-82000,-2499,1470000,1000000,3981405,3981494,3981404,3981386,3981311,3981405,3981423,
1101,4468989,-30300,-61999,914681,914701,914681,914681,914661,914681,914681,1471616,1471617,1471617,1471616,1471616,1471616,1471616,-988728,-988728,-988727,-988436,-988728,-988729,-989021,-82000,-2499,1475000,1000000,3980960,3981049,3980960,3980942,3980870,3980960,3980978,
1102,4470163,-30300,-61999,914422,914442,914422,914422,914402,914422,914422,1473104,1473104,1473105,1473104,1473104,1473103,1473104,-988775,-988775,-988774,-988483,-988776,-988777,-989068,-82000,-2499,1470000,1000000,3981244,3981333,3981243,3981226,3981155,3981244,3981262,
1103,4470093,-30300,-61999,914438,914458,914438,914438,914417,914438,914438,1471593,1471594,1471596,1471593,1471593,1471591,1471593,-988824,-988824,-988824,-988531,-988824,-988823,-989116,-82000,-2499,1472499,1000000,3981095,3981184,3981095,3981077,3981002,3981095,3981113,
1104,4469542,-30300,-61999,914559,914579,914559,914559,914539,914559,914559,1472452,1472449,1472464,1472452,1472454,1472439,1472452,-988705,-988706,-988709,-988413,-988704,-988701,-988997,-82000,-2499,1470000,1000000,3981304,3981393,3981303,3981286,3981214,3981304,3981322,
1105,4469234,-30300,-61999,914627,914647,914627,914627,914606,914627,914627,1471352,1471351,1471356,1471352,1471353,1471348,1471352,-988722,-988722,-988723,-988429,-988721,-988720,-989014,-82000,-2499,1470000,1000000,3981361,3981450,3981361,3981343,3981267,3981361,3981379,
1106,4469583,-30300,-61999,914550,914571,914550,914550,914529,914550,914550,1471133,1471133,1471144,1471133,1471133,1471123,1471133,-988674,-988674,-988676,-988382,-988674,-988672,-988966,-82000,-2499,1470000,1000000,3981339,3981433,3981339,3981321,3981246,3981339,3981357,
1107,4470402,-30300,-61999,914370,914390,914370,914370,914349,914370,914370,1470839,1470840,1470844,1470839,1470838,1470834,1470839,-988847,-988848,-988844,-988555,-988847,-988851,-989139,-82000,-2499,1475000,1000000,3980892,3980982,3980892,3980874,3980799,3980893,3980911,
1108,4471239,-30300,-61999,914186,914206,914186,914186,914165,914186,914186,1472510,1472509,1472516,1472510,1472511,1472504,1472510,-988881,-988881,-988880,-988589,-988881,-988882,-989173,-82000,-2499,1470000,1000000,3981197,3981287,3981197,3981179,3981104,3981198,3981215,
1109,4471478,-30300,-61999,914133,914154,914133,914133,914113,914133,914133,1471160,1471160,1471164,1471160,1471160,1471156,1471160,-988815,-988815,-988812,-988523,-988815,-988819,-989107,-82000,-2499,1470000,1000000,3981216,3981309,3981216,3981198,3981126,3981216,3981234,
1110,4472085,-30300,-61999,914000,914020,914000,914000,913979,914000,914000,1470356,1470356,1470365,1470356,1470357,1470348,1470356,-989019,-989020,-989022,-988727,-989019,-989016,-989312,-82000,-2499,1470000,1000000,3981213,3981302,3981213,3981195,3981119,3981213,3981231,
1111,4473683,-30300,-61999,913649,913668,913649,913649,913629,913649,913649,1470242,1470243,1470243,1470242,1470241,1470241,1470242,-989145,-989145,-989143,-988852,-989144,-989146,-989437,-82000,-2499,1472499,1000000,3980909,3980994,3980909,3980891,3980820,3980909,3980927,
1112,4474093,-30300,-61999,913559,913579,913559,913559,913538,913559,913559,1471294,1471294,1471296,1471294,1471294,1471293,1471294,-989173,-989173,-989172,-988880,-989172,-989173,-989465,-82000,-2499,1470000,1000000,3981056,3981146,3981055,3981038,3980962,3981056,3981075,
1113,4475152,-30300,-61999,913326,913347,913326,913326,913306,913326,913326,1471079,1471081,1471090,1471079,1471077,1471069,1471079,-989448,-989449,-989442,-989155,-989446,-989453,-989740,-82000,-2499,1470000,1000000,3981004,3981098,3981003,3980986,3980914,3981005,3981022,
1114,4474552,-30300,-61999,913458,913478,913458,913458,913438,913458,913458,1470517,1470517,1470521,1470517,1470516,1470513,1470517,-989583,-989582,-989581,-989290,-989583,-989584,-989875,-82000,-2499,1472499,1000000,3980868,3980957,3980868,3980850,3980778,3980868,3980886,
1115,4475206,-30300,-61999,913315,913335,913315,913315,913294,913315,913315,1471655,1471656,1471660,1471655,1471655,1471651,1471655,-989737,-989738,-989735,-989445,-989737,-989740,-990030,-82000,-2499,1470000,1000000,3981005,3981095,3981004,3980987,3980911,3981005,3981023,
1116,4476264,-30300,-61999,913082,913103,913082,913082,913062,913082,913082,1470882,1470883,1470885,1470882,1470882,1470880,1470882,-989748,-989748,-989747,-989456,-989748,-989749,-990040,-82000,-2499,1472499,1000000,3980747,3980841,3980747,3980729,3980658,3980747,3980765,
1117,4475940,-30300,-61999,913154,913174,913154,913154,913133,913154,913154,1471857,1471856,1471864,1471857,1471858,1471850,1471857,-990048,-990047,-990041,-989756,-990049,-990055,-990340,-82000,-2499,1472499,1000000,3980763,3980853,3980762,3980745,3980669,3980763,3980781,
1118,4476497,-30300,-61999,913031,913052,913031,913031,913011,913031,913031,1471906,1471905,1471914,1471906,1471907,1471898,1471906,-990159,-990158,-990160,-989866,-990159,-990157,-990451,-82000,-2499,1472499,1000000,3980727,3980821,3980726,3980709,3980638,3980727,3980745,
1119,4476763,-30300,-61999,912973,912994,912973,912973,912952,912973,912973,1472263,1472263,1472264,1472263,1472263,1472262,1472263,-990330,-990330,-990322,-990038,-990330,-990338,-990622,-82000,-2499,1472499,1000000,3980709,3980803,3980709,3980691,3980615,3980710,3980727,
1120,4476502,-30300,-61999,913030,913051,913030,913030,913010,913030,913030,1472520,1472520,1472524,1472520,1472521,1472516,1472520,-990357,-990357,-990358,-990065,-990357,-990357,-990650,-82000,-2499,1475000,1000000,3980515,3980609,3980515,3980497,3980426,3980515,3980533,
1121,4477400,-30300,-61999,912833,912854,912833,912833,912813,912833,912833,1473731,1473731,1473734,1473731,1473731,1473729,1473731,-990333,-990333,-990334,-990041,-990333,-990332,-990625,-82000,-2499,1475000,1000000,3980414,3980509,3980414,3980396,3980325,3980414,3980432,
1122,4477336,-30300,-61999,912847,912868,912847,912847,912827,912847,912847,1474513,1474512,1474517,1474513,1474513,1474508,1474513,-990351,-990351,-990352,-990059,-990351,-990350,-990644,-82000,-2499,1470000,1000000,3980806,3980901,3980806,3980788,3980717,3980806,3980824,
1123,4477426,-30300,-61999,912828,912848,912828,912828,912807,912828,912828,1472685,1472685,1472690,1472685,1472686,1472680,1472685,-990589,-990589,-990583,-990297,-990589,-990594,-990881,-82000,-2499,1470000,1000000,3980874,3980963,3980873,3980856,3980779,3980874,3980892,
1124,4477317,-30300,-61999,912852,912872,912852,912852,912831,912852,912852,1471309,1471309,1471312,1471309,1471309,1471306,1471309,-990499,-990500,-990496,-990207,-990499,-990503,-990792,-82000,-2499,1470000,1000000,3980918,3981007,3980917,3980900,3980824,3980918,3980936,
1125,4477648,-30300,-61999,912779,912800,912779,912779,912758,912779,912779,1470739,1470739,1470741,1470739,1470739,1470738,1470739,-990406,-990406,-990409,-990114,-990406,-990403,-990698,-82000,-2499,1470000,1000000,3980904,3980998,3980904,3980886,3980810,3980904,3980922,
1126,4478136,-30300,-61999,912672,912693,912672,912672,912652,912672,912672,1470087,1470086,1470094,1470087,1470087,1470079,1470087,-990453,-990453,-990452,-990160,-990453,-990453,-990745,-82000,-2499,1470000,1000000,3980893,3980987,3980893,3980875,3980804,3980894,3980911,
1127,4478693,-30300,-61999,912550,912571,912550,912550,912530,912550,912550,1470216,1470216,1470219,1470216,1470216,1470213,1470216,-990571,-990571,-990568,-990279,-990571,-990574,-990863,-82000,-2499,1470000,1000000,3980859,3980952,3980859,3980840,3980769,3980859,3980877,
1128,4478693,-30300,-61999,912550,912571,912550,912550,912530,912550,912550,1470296,1470296,1470300,1470296,1470296,1470292,1470296,-990742,-990742,-990738,-990450,-990743,-990747,-991035,-82000,-2499,1467499,1000000,3981072,3981166,3981072,3981054,3980983,3981072,3981090,
1129,4480093,-30300,-61999,912244,912263,912244,912244,912224,912244,912244,1468734,1468732,1468741,1468734,1468736,1468728,1468734,-990983,-990985,-990989,-990691,-990981,-990977,-991275,-82000,-2499,1470000,1000000,3980836,3980921,3980836,3980818,3980746,3980836,3980854,
1130,4480151,-30300,-61999,912231,912251,912231,912231,912211,912231,912231,1469125,1469125,1469131,1469125,1469125,1469120,1469125,-991225,-991225,-991231,-990932,-991224,-991218,-991517,-82000,-2499,1467499,1000000,3981039,3981128,3981039,3981021,3980949,3981039,3981057,
1131,4479879,-30300,-61999,912290,912311,912290,912290,912270,912290,912290,1468667,1468666,1468672,1468667,1468667,1468660,1468667,-991358,-991357,-991355,-991065,-991358,-991360,-991650,-82000,-2499,1475000,1000000,3980461,3980556,3980461,3980443,3980372,3980462,3980479,
1132,4481302,-30300,-61999,911979,911999,911979,911979,911959,911979,911979,1471409,1471407,1471415,1471409,1471412,1471403,1471409,-991352,-991351,-991350,-991059,-991352,-991353,-991644,-82000,-2499,1470000,1000000,3980693,3980782,3980693,3980674,3980603,3980693,3980711,
1133,4482374,-30300,-61999,911745,911765,911745,911745,911725,911745,911745,1470641,1470640,1470643,1470641,1470642,1470638,1470641,-991392,-991392,-991392,-991100,-991392,-991392,-991684,-82000,-2499,1470000,1000000,3980648,3980737,3980648,3980630,3980558,3980648,3980666,
1134,4482349,-30300,-61999,911750,911770,911750,911750,911730,911750,911750,1470297,1470297,1470298,1470297,1470297,1470296,1470297,-991582,-991581,-991591,-991290,-991582,-991573,-991874,-82000,-2499,1467499,1000000,3980874,3980964,3980875,3980856,3980785,3980874,3980892,
1135,4482656,-30300,-61999,911683,911703,911683,911683,911662,911683,911683,1469275,1469275,1469282,1469275,1469275,1469268,1469275,-991664,-991664,-991663,-991371,-991664,-991664,-991956,-82000,-2499,1472499,1000000,3980480,3980570,3980480,3980462,3980386,3980480,3980498,
1136,4482722,-30300,-61999,911669,911689,911669,911669,911648,911669,911669,1470646,1470646,1470647,1470646,1470646,1470645,1470646,-991568,-991568,-991556,-991276,-991568,-991580,-991860,-82000,-2499,1472499,1000000,3980430,3980520,3980429,3980412,3980336,3980431,3980448,
1137,4482635,-30300,-61999,911688,911708,911688,911688,911667,911688,911688,1471493,1471493,1471495,1471493,1471493,1471491,1471493,-991584,-991584,-991583,-991292,-991584,-991585,-991876,-82000,-2499,1472499,1000000,3980412,3980501,3980412,3980393,3980317,3980412,3980430,
1138,4483542,-30300,-61999,911489,911510,911489,911489,911469,911489,911489,1472064,1472064,1472065,1472064,1472063,1472062,1472064,-991604,-991604,-991604,-991312,-991604,-991604,-991896,-82000,-2499,1467499,1000000,3980740,3980834,3980740,3980722,3980650,3980740,3980758,
1139,4483276,-30300,-61999,911547,911568,911547,911547,911527,911547,911547,1470252,1470251,1470259,1470252,1470253,1470246,1470252,-991796,-991796,-991793,-991504,-991797,-991800,-992089,-82000,-2499,1472499,1000000,3980414,3980508,3980413,3980396,3980325,3980414,3980432,
1140,4483807,-30300,-61999,911431,911452,911431,911431,911411,911431,911431,1471288,1471288,1471291,1471288,1471288,1471286,1471288,-991872,-991872,-991871,-991580,-991872,-991874,-992165,-82000,-2499,1472499,1000000,3980352,3980446,3980351,3980334,3980262,3980352,3980370,
1141,4484271,-30300,-61999,911330,911351,911330,911330,911309,911330,911330,1471798,1471798,1471800,1471798,1471799,1471797,1471798,-991852,-991852,-991850,-991560,-991852,-991854,-992144,-82000,-2499,1472499,1000000,3980305,3980399,3980305,3980287,3980210,3980305,3980323,
1142,4485131,-30300,-61999,911142,911163,911142,911142,911122,911142,911142,1472409,1472410,1472417,1472409,1472407,1472400,1472409,-992036,-992037,-992032,-991744,-992036,-992040,-992328,-82000,-2499,1470000,1000000,3980443,3980537,3980442,3980425,3980354,3980443,3980461,
1143,4484876,-30300,-61999,911198,911218,911198,911198,911177,911198,911198,1471263,1471264,1471266,1471263,1471263,1471261,1471263,-992184,-992183,-992184,-991891,-992184,-992183,-992476,-82000,-2499,1472499,1000000,3980301,3980391,3980301,3980283,3980206,3980301,3980319,
1144,4485979,-30300,-61999,910957,910977,910957,910957,910937,910957,910957,1471837,1471836,1471838,1471837,1471837,1471835,1471837,-992037,-992035,-992035,-991744,-992038,-992038,-992329,-82000,-2499,1472499,1000000,3980198,3980288,3980198,3980180,3980109,3980198,3980216,
1145,4486022,-30300,-61999,910948,910968,910948,910948,910927,910948,910948,1472407,1472406,1472414,1472407,1472407,1472399,1472407,-992116,-992116,-992115,-991824,-992117,-992117,-992408,-82000,-2499,1470000,1000000,3980389,3980479,3980389,3980371,3980295,3980389,3980407,
1146,4486623,-30300,-61999,910816,910837,910816,910816,910796,910816,910816,1471093,1471093,1471098,1471093,1471094,1471088,1471093,-992142,-992142,-992142,-991850,-992142,-992143,-992434,-82000,-2499,1470000,1000000,3980386,3980480,3980386,3980368,3980296,3980386,3980404,
1147,4486265,-30300,-61999,910895,910915,910895,910895,910874,910895,910895,1470059,1470061,1470073,1470059,1470056,1470045,1470059,-992136,-992136,-992136,-991844,-992136,-992136,-992428,-82000,-2499,1472499,1000000,3980241,3980331,3980240,3980223,3980147,3980241,3980259,
1148,4486265,-30300,-61999,910895,910915,910895,910895,910874,910895,910895,1470059,1470061,1470073,1470059,1470056,1470045,1470059,-992136,-992136,-992136,-991844,-992136,-992136,-992428,-82000,-2499,1472499,1000000,3980241,3980331,3980240,3980223,3980147,3980241,3980259,
1149,4487203,-30300,-61999,910690,910710,910690,910690,910670,910690,910690,1471318,1471319,1471321,1471318,1471317,1471314,1471318,-992207,-992207,-992206,-991915,-992207,-992208,-992499,-82000,-2499,1470000,1000000,3980346,3980436,3980346,3980328,3980257,3980346,3980365,
1150,4487148,-30300,-61999,910702,910722,910702,910702,910682,910702,910702,1470928,1470927,1470933,1470928,1470928,1470923,1470928,-992094,-992094,-992098,-991802,-992094,-992090,-992386,-82000,-2499,1475000,1000000,3979944,3980035,3979944,3979926,3979855,3979944,3979963,
1151,4486811,-30300,-61999,910775,910796,910775,910775,910755,910775,910775,1472975,1472974,1472980,1472975,1472976,1472971,1472975,-992162,-992162,-992161,-991870,-992162,-992163,-992454,-82000,-2499,1467499,1000000,3980523,3980617,3980522,3980505,3980433,3980523,3980541,
